ItemCode	Warehouse	NET_AFTER_1	NET_AFTER_2	NET_AFTER_3	NET_AFTER_4	NET_AFTER_5	NET_AFTER_6
PM0000107	BH-BS	-1000	-26000	-16000	-25300	-20000	0
PM0000108	BH-BS	-10000	-25000	-15000	-26700	-20000	0
PM0000235	BH-BS	363000	479120	152600	310655	280865	0
PM0000226	BH-BS	-4800	-2300	-6697	-7900	-16415	0
PM0000228	BH-PM	0	0	0	0	0	0
PM0000071	BH-PC	-1330	-2550	-5690	-7700	-3700	0
PM0000235	BH-PM	-205000	0	0	0	-170000	0
FG0000088	BH-PF	1330	1330	1330	1330	1330	0
PM0000076	BH-PM	-880	888	-906	-3005	1393	0
FG0000088	BH-EC	-62	-2166	-28	-28	-28	0
FG0000030	BH-EC	-3832	-2972	-33	0	-9	0
SF0000002	GP-FG	12300	12300	12300	1000	1000	0
FG0000083	BH-PF	4	-1	-28	-28	-28	0
FG0000386	BH-SC	63564	63564	4755	6410	6297	0
FG0000283	BH-EC	-2	-2	-341	-281	-175	0
PM0000229	BH-BS	-176	-406	-620	-658	-498	0
PM0000402	BH-PC	25023	22560	24968	25652	24094	0
FG0000405	BH-PF	2	2	2	2	-473	0
PM0000094	BH-PM	-14500	1500	-16300	-12300	-29000	0
PM0000094	BH-BS	-4000	-6000	0	0	0	0
PM0000052	BH-WST	-205	-255	159	109	34	0
PM0000051	BH-WST	-180	-250	184	114	44	0
PM0000041	BH-WST	258	118	258	258	150	0
PM0000113	BH-WST	214	211	198	198	198	4
PM0000117	BH-WST	64	64	220	220	220	25
PM0000195	BH-WST	591	-35	752	752	752	0
PM0000499	BH-PC	0	0	0	0	-2	0
PM0000499	BH-WST	2	2	2	2	2	0
PM0000864	BH-WST	2151	1701	1801	1101	781	0
PM0000266	BH-WST	264	-556	264	64	64	0
PM0000265	BH-WST	259	-781	259	129	129	0
PM0000077	BH-WST	872	864	676	665	811	0
PM0000504	BH-WST	42	42	280	280	280	0
PM0000503	BH-WST	44	44	280	280	280	0
PM0000386	BH-WST	2373	1947	2578	2178	1953	0
PM0000385	BH-WST	2273	1857	2328	2178	1953	0
PM0000230	BH-PC	16936	17522	18468	17138	14396	0
PM0000230	BH-WST	5774	4944	5167	5594	3264	0
PM0000231	BH-PC	13565	11851	12891	11531	13909	0
PM0000231	BH-WST	5744	4914	5334	5494	3044	0
PM0000517	BH-PC	3058	3882	1580	3912	3749	-32
PM0000517	BH-WST	1112	639	1095	1006	889	32
PM0000727	BH-PC	1144	3510	-2430	2847	2998	2813
PM0000727	BH-WST	808	650	649	632	341	187
PM0000307	BH-PC	9092	8720	3780	7895	7120	-20
PM0000307	BH-WST	1076	-344	1376	1336	251	20
PM0000308	BH-PC	8632	8290	3350	7795	7125	-25
PM0000308	BH-WST	1476	26	1476	1436	246	25
PM0000824	BH-PC	388425	373175	381707	385518	385518	0
PM0000824	BH-WST	3405	-5	5011	4060	4060	0
PM0000411	BH-WST	1343.85	1340.85	1362.85	1360.85	1289.85	0
PM0000254	BH-WST	93.5	88.5	93.5	93.5	93.5	0
PM0000224	BH-PC	4139	1899	2710	-480	2879	0
FG0000033	BH-PF	3176	1016	3176	3176	3176	0
PM0000228	BH-BS	-8106	-2520	-14991	-10440	-30	0
PM0000224	BH-BS	-4000	-12000	-18600	-2900	-6889	0
PM0000229	BH-PM	-2900	-990	1760	3010	36	0
PM0000663	BH-PM	0	0	0	0	0	0
FG0000316	BH-GR	0	0	-3	-3	-3	0
PM0000005	BH-BS	-260	-608	-603	-85	0	0
FG0000189	BH-PF	3	3	3	3	3	0
PM0000075	BH-PM	-82000	-118000	14000	-59500	-156100	0
PM0000047	BH-PM	37905	16905	2905	11905	17805	5405
PM0000048	BH-PM	37204	16204	2204	11204	17104	4704
PM0000861	BH-PM	-1900	-1900	14100	-47999	-47999	0
PM0000861	BH-BS	-31773	-9000	0	0	0	0
PM0000690	BH-PM	-100	-500	4500	4500	4500	0
PM0000690	BH-BS	-2000	0	0	-3500	-3500	0
PM0000076	BH-BS	-4048	-842	-2342	0	0	0
PM0000058	BH-NM	0	0	0	0	-695	0
PM0000270	BH-PM	0	0	-504	0	0	0
PM0000270	BH-BS	-2000	-2000	-1096	-1600	0	0
PM0000073	BH-PM	127	174	244	60	59	0
PM0000073	BH-BS	0	-4	0	-90	-10	0
RM0000009	BH-LO	15.24	15.24	15	-7135	15	15
RM0000011	BH-LO	1.85	-32597	-1304.89	-45185	0	0
RM0000009	BH-PC	-11250.24	23850.76	24940	24886	22434	0
RM0000011	BH-PC	11252.11	11260.11	-14723.9	10314.1	12065	-115
PM0000507	BH-NM	0	0	0	0	-433.61	0
PM0000507	BH-PC	-113.37	-113.37	-49.12	-102.12	0	0
PM0000073	BH-PC	-1	-1	-1	-1	0	0
PM0000078	BH-NM	0	0	0	-2530	-4670	0
PM0000426	BH-BS	-5000	0	0	-14000	-15000	0
PM0000426	BH-PC	49518	48786	39639	45957	49444	-182
PM0000425	BH-BS	-5000	0	0	-14000	-15000	0
PM0000425	BH-PC	50522	50061	40886	47203	49544	-182
PM0000231	BH-BS	0	0	-25000	-5000	-38000	0
PM0000230	BH-BS	-22700	-25000	-45000	-5000	-30000	0
PM0000085	BH-BS	30000	-87000	31060	-98740	-14800	-33000
PM0000865	BH-BS	0	0	0	0	-8000	0
PM0000865	BH-PC	28520	28420	28420	28520	25020	0
PM0000866	BH-BS	0	0	0	0	-8000	0
PM0000866	BH-PC	28520	28420	28420	28520	25020	0
PM0000270	BH-PC	2098	2094	2028	2028	2028	0
PM0000861	BH-PC	9798	9609	10011	10011	10011	0
PM0000629	BH-BS	0	-1100	-1100	-1600	-500	0
PM0000691	BH-BS	-2000	0	0	-3800	-3800	0
PM0000691	BH-PC	3779	3779	-61	3739	3739	0
PM0000690	BH-PC	3879	3879	39	3539	3539	0
FG0000275	BH-PF	848	848	-16	848	848	0
FG0000130	BH-PF	0	0	0	0	0	0
FG0000011	BH-PF	1346	1346	-1686	1346	1346	0
FG0000011	BH-EC	-1700	-2	0	-3	0	0
FG0000142	BH-PF	992	992	992	992	992	0
PM0000629	BH-PM	4200	9400	2400	10221	4170	0
PM0000231	BH-PM	46600	-39400	67600	-57700	29600	0
PM0000230	BH-PM	29600	-29400	72600	-59700	29600	0
PM0000895	BH-PM	0	0	0	0	0	0
PM0000085	BH-PM	0	0	0	0	0	0
PM0000058	BH-PM	0	0	0	-13161	0	0
PM0000425	BH-PM	52500	92500	-21300	-59300	-31100	0
PM0000426	BH-PM	52500	92500	-21300	-59300	-31100	0
PM0000593	BH-BS	-962	-456	-154	-153	0	0
FG0000151	BH-PF	480	480	655	655	-921	-4
FG0000081	BH-PF	1571	1571	1571	1571	1571	-1149
PM0000729	BH-PM	0	0	0	0	-10000	0
PM0000852	BH-PM	0	0	0	0	0	0
PM0000594	BH-PM	-9975	0	0	0	0	0
PM0000407	BH-PC	-10764	-14090	-6175	-559	-559	0
PM0000407	BH-WST	1296	730	1297	1221	1221	0
PM0000426	BH-WST	7911	6351	7574	4584	2201	182
PM0000425	BH-WST	6616	4785	6327	3338	2101	182
PM0000567	BH-PC	44675	46919	46919	41919	45389	0
PM0000567	BH-WST	2525	2341	2525	2525	2335	0
PM0000023	BH-PC	-4180	-2455	-2455	-7450	-25	0
PM0000023	BH-WST	2399	1734	2399	2399	2249	0
PM0000022	BH-PC	-4171	-2441	-2441	-7441	-111	0
PM0000022	BH-WST	2485	1815	2485	2485	2335	0
FG0000054	GP-FG	-4010	-208	-22	83	-13	0
FG0000054	BH-PF	13	13	13	13	13	0
FG0000414	BH-PF	2	2	2	2	2	0
FG0000145	BH-PF	44	-392	-128	44	44	0
FG0000268	GP-FG	-175	-6	-6	-6	-0.5	0
FG0000268	BH-PF	0.5	0.5	0.5	0.5	0.5	0
FG0000305	GP-FG	3	4	-121	-121	-1	0
FG0000305	BH-PF	1	1	1	1	1	0
FG0000422	GP-FG	742	742	742	-10978	-6800	0
FG0000422	BH-PF	0	0	0	-1020	0	0
FG0000038	BH-PF	5	5	5	-2585	5	0
FG0000106	GP-FG	-1989	-1975	-833	-125	-604	0
FG0000106	BH-PF	56	56	-9244	656	656	653
FG0000012	GP-FG	-733	-1109	-988	-4	-412	0
FG0000012	BH-PF	0	0	0	0	0	-4
FG0000021	GP-FG	-4398	-2687	-1239	-728	-721	0
FG0000021	BH-PF	52	52	52	52	52	-2
FG0000134	GP-FG	-1	-1	-1	-1	-1	0
FG0000134	BH-PF	75	75	75	75	75	-18
FG0000136	GP-FG	-10330	-10330	-5682	-2082	139	0
FG0000136	BH-PF	9260	9260	9260	9260	9260	0
FG0000242	GP-FG	-21	-21	-21	-1	-1	0
FG0000242	BH-PF	1	1	1	1	1	0
FG0000324	BH-PF	-62	-62	455	455	455	0
FG0000228	GP-FG	-740	-3	-919	-7	-5	0
FG0000228	BH-PF	798	798	798	798	798	-8
FG0000192	BH-PF	39	39	39	39	39	0
FG0000032	BH-PS	-185	-220	-130	-405	-240	0
FG0000194	BH-EC	-3	-13483	-42	-2	-2	0
PM0000657	BH-PM	2532	2052	2917	4257	2200	-1125
PM0000657	BH-BS	-630	-515	0	0	0	0
PM0000593	BH-PC	1011	1009	1007	961	1010	0
PM0000825	BH-PC	1198.2	483.2	1166.6	1193.2	1197.2	-0.2
PM0000824	BH-BS	-2000	-11000	-26000	-13700	-13700	0
PM0000411	BH-BS	-443	-22	-762	-1553	-549	0
PM0000880	BH-BS	0	0	0	-2700	-2700	0
PM0000880	BH-PC	3820	3820	3820	3820	3820	0
PM0000881	BH-BS	0	0	0	-2700	-2700	0
PM0000881	BH-PC	3820	3820	3820	3820	3820	0
FG0000116	BH-GR	-160	-81	-81	-209	-483	0
FG0000116	BH-PF	508	508	508	-436	508	-2
FG0000112	BH-GR	0	0	-123	-134	-294	0
FG0000112	BH-PF	52	-2284	-1072	52	52	0
FG0000157	BH-GR	0	0	0	0	-264	0
FG0000157	BH-PF	505	-695	505	505	505	-48
FG0000319	BH-GR	0	0	-43	-43	-60	0
FG0000319	BH-PF	25	25	25	25	25	0
FG0000318	BH-GR	-154	3	0	-209	-377	0
FG0000318	BH-PF	152	152	152	152	152	0
FG0000324	BH-GR	0	0	-1	-759	-2759	0
PM0000006	BH-EC	0	0	0	-100	0	0
FG0000187	BH-PF	0	0	0	0	-400	0
FG0000187	GP-FG	1046	1056	1216	1216	0	0
FG0000074	BH-PF	481	481	481	481	477	0
FG0000053	BH-EC	-23	-57	-47	0	-165	0
FG0000192	BH-EC	-1	-2345	-11	-11	-1	0
FG0000389	BH-EC	-420	-15	0	0	-38	0
FG0000389	BH-GR	0	0	-20	-20	-22	0
FG0000295	BH-EC	-679	-4	-83	-83	-2	0
FG0000295	BH-GR	-15	-432	-462	-579	-580	0
RM0000007	BH-GJ	0	0	0	0	0	0
PM0000233	BH-PM	11100	-15900	-3900	-36000	-27900	0
PM0000233	BH-BS	-9150	-6150	-4650	-7050	-300	0
PM0000232	BH-PM	11100	-15900	-3900	-36000	-27900	0
PM0000232	BH-BS	-7560	-4560	-3060	-6210	0	0
PM0000020	BH-PM	270000	270000	270000	190000	140000	0
PM0000020	BH-BS	-4000	-4000	-50000	-1600	-15000	0
PM0000019	BH-PM	270000	270000	270000	190000	140000	0
PM0000019	BH-BS	0	0	-46000	-1100	-15000	0
PM0000309	BH-PM	-600	-600	-440	-440	-260	0
PM0000309	BH-BS	0	0	-40	-40	-140	0
FG0000021	BH-EC	-72	-12	-68	-68	-4	0
FG0000370	BH-EC	-1094	-1092	0	0	0	0
FG0000370	BH-GR	0	0	0	0	0	0
FG0000021	BH-GR	-36	0	-51	-41	-84	0
PM0000005	BH-PF	112	112	112	112	112	0
PM0000005	GP-FG	-225	-225	-595	-26	5	0
PM0000854	BH-PM	-2400	0	0	0	-6000	0
PM0000854	BH-BS	-4900	0	0	0	0	0
PM0000411	BH-PM	6602	2012	5452	3126	-2378	0
PM0000891	BH-BS	0	0	0	0	-181.46	0
RM0000007	BH-LO	5154.82	59809.81	27055.59	59824.59	59037.95	0
PM0000232	BH-PC	1955	7032	7780	7887	5096	0
PM0000233	BH-PC	1869	6936	7734	7666	5400	0
PM0000309	BH-PC	179.49	179.49	151.78	151.78	204.58	-5.44
PM0000470	BH-PC	1968	7680	8132	6644	6372	0
FG0000379	BH-GR	156	239	235	193	-3832	0
PM0000861	BH-WST	52	-252	263	263	263	0
PM0000417	BH-PC	1977	1977	1977	1977	-23	0
PM0000417	BH-WST	25	25	25	25	25	0
PM0000418	BH-PC	1977	1977	1977	1977	-23	0
PM0000418	BH-WST	25	25	25	25	25	0
PM0000009	BH-WST	236.9	234.9	238.9	238.9	234.9	0
PM0000726	BH-PC	6924	4264	5739	5739	5739	0
PM0000726	BH-WST	841	681	540	540	540	0
PM0000690	BH-WST	440	-480	440	440	440	0
PM0000691	BH-WST	540	-380	540	540	540	0
PM0000159	BH-WST	1125	1035	1315	815	815	0
PM0000158	BH-WST	1605	1525	1605	1105	785	0
PM0000005	BH-WST	4180.22	3365.22	4749	4428.21	2806.21	0
PM0000855	BH-NM	0	0	0	-137	-137	0
PM0000855	BH-PC	2379	4740	4741	4741	4741	0
PM0000470	BH-NM	0	0	0	-3932	-612	0
FG0000009	BH-PF	98	98	98	98	98	0
PM0000864	BH-NM	0	0	0	-3000	-3500	0
PM0000722	BH-PC	12.5	-132.1	-242.1	-144.1	-85.1	0
FG0000306	BH-PF	690	690	690	690	-30	-63
FG0000053	BH-PF	489	651	651	266	651	0
FA0000076	BH-FA	1	1	1	1	0	0
PM0000249	GP-FG	20	20	20	20	20	0
PM0000405	GP-FG	20	20	20	20	20	0
PM0000899	BH-PM	0	0	0	0	0	0
RM0000006	BH-PC	-10788.95	3640.56	3634.06	3634.06	3634.17	0
RM0000039	BH-PC	265.54	265.54	265.54	265.54	265.81	0
PM0000862	BH-PC	-4763	4279	4279	4279	4279	0
PM0000854	BH-PC	3960	5560	5560	5560	5560	0
RM0000006	BH-PF	0	-6.5	0	0	0	0
RM0000039	BH-PF	0	0	0	0	0	0
PM0000259	BH-EC	0	0	0	0	-180	0
FG0000441	BH-PF	10710	10710	10710	10710	10710	0
FG0000419	BH-PF	0	0	0	0	0	0
PM0000893	BH-PM	0	0	0	0	0	0
PM0000892	BH-PM	0	0	0	0	0	0
FG0000381	BH-EC	0	-10	-160	-160	-160	0
FG0000381	BH-PF	-900	0	0	0	0	0
PM0000012	BH-BS	-1	-751	-206	-562	-67	0
PM0000012	GP-FG	0	0	0	0	0	0
PM0000229	GP-FG	-80	-80	-60	-39	-29	0
PM0000125	GP-PM	-40752	-40752	-40752	-37872	-40752	0
PM0000125	GP-FG	0	0	0	0	0	0
PM0000058	GP-FG	0	0	0	0	0	0
PM0000060	GP-FG	0	0	0	0	0	0
PM0000235	GP-FG	0	0	0	-32855	0	0
PM0000855	BH-BS	-7274	-775	-775	-638	-638	0
PM0000855	GP-FG	0	0	0	0	0	0
PM0000862	BH-BS	0	-182	-182	-182	-182	0
PM0000862	GP-FG	0	0	0	0	0	0
FA0000183	BH-FA	1	1	1	1	1	0
PM0000884	BH-PM	745.2	745.2	745.2	97.2	405	0
RM0000012	BH-LO	-18152.27	-31457.75	-18460	-10900	-800	0
FA0000391	DL-FA	0	0	0	0	-2	0
FA0000391	BH-INT	0	0	0	0	0	0
RM0000021	BH-LO	1	1	-200	-50	0	0
FG0000444	BH-PF	1789	1789	1789	1789	133	0
RM0000021	BH-PC	-4786	-4226	-47	-292	-2	0
PM0000506	BH-PM	0	0	0	0	0	0
PM0000408	BH-PM	0	0	0	0	0	0
FG0000379	BH-PF	1668	-9612	-1532	1668	1668	0
FG0000070	BH-GR	0	0	-15	-20	-20	0
PM0000862	BH-PM	0	0	0	0	-5456	0
FG0000300	BH-PF	0	0	0	0	0	0
PM0000046	BH-PC	25357	22897	16104	19704	23871	-3446
FG0000003	BH-PF	0	0	0	0	0	0
PM0000072	BH-PC	3028.86	1214.86	2991	2122	1999	-1500
PM0000012	BH-PC	222.67	229.67	214.67	208.67	196.67	0
FG0000146	BH-PF	0	0	0	0	0	0
PM0000276	BH-PC	-294.56	-110.75	-110.75	-3.75	-3.75	0
SF0000001	GP-FG	200	200	200	200	-1800	0
SF0000001	BH-PF	1800	1800	1800	1800	1800	0
PM0000229	BH-NM	0	0	0	-112.2	-115.2	0
FG0000194	GP-FG	83	87	-9	22	25	0
FG0000379	GP-FG	-23	-19386	-40911	-390	-133	0
FG0000300	GP-FG	38	38	38	39	39	0
FG0000359	GP-FG	-70	-10612	-3657	29	69	0
PM0000370	BH-NM	0	0	0	0	-27000	0
PM0000370	BH-BS	-27000	-27000	-27000	-27000	0	0
PM0000470	BH-WST	1513	1288	1675	1412	1200	0
PM0000233	BH-WST	1564	1434	1794	1504	704	0
PM0000232	BH-WST	508	368	708	443	708	0
PM0000880	BH-WST	10	10	10	10	10	0
PM0000881	BH-WST	10	10	10	10	10	0
PM0000309	BH-WST	-8.41	-8.41	23.18	23.18	23.18	0
PM0000718	BH-PC	1291	1291	1291	1291	1131	0
PM0000718	BH-WST	108	108	108	108	68	0
PM0000719	BH-PC	1286	1286	1286	1286	1131	0
PM0000719	BH-WST	113	113	113	113	68	0
PM0000059	BH-WST	1340	1330	1290	783	712	0
PM0000523	BH-WST	1726	1686	1726	1436	636	0
PM0000094	BH-WST	4731	4630.35	4951	4925	4925	0
PM0000522	BH-WST	1655	1593	1655	1375	525	0
PM0000026	BH-WST	233	-57	233	233	233	0
PM0000369	BH-BS	-49100	-49100	-49100	-49100	-49100	0
PM0000369	BH-NM	0	0	0	0	0	0
PM0000428	BH-PM	13800	13800	21800	-8200	4300	0
PM0000428	BH-BS	-6700	-2700	-700	-4850	0	0
PM0000427	BH-PM	13800	13800	21800	-8200	4300	0
PM0000427	BH-BS	-7700	-3700	-1700	-3500	0	0
PM0000107	BH-PM	-45800	29200	-49000	-69000	-87500	0
PM0000108	BH-PM	-45800	29200	-49000	-72000	-90500	0
PM0000893	BH-BS	0	0	0	0	0	0
PM0000892	BH-BS	0	0	0	0	0	0
PM0000074	BH-PM	-6350	-114350	-78350	-139850	-42350	0
PM0000074	BH-BS	-26000	-24000	-28400	-18200	-350	0
FG0000169	BH-PF	-356	11	11	11	-601	0
RM0000002	BH-PF	0.5	0.5	0.5	-0.5	-0.5	0
PM0000517	BH-BS	-64348	-47811	-43992	-35252	-10515	69
PM0000428	BH-PC	10423	9647	8423	8998	9086	-23
PM0000427	BH-PC	11407	10631	9437	7637	9486	-23
PM0000660	BH-BS	0	-30	-80	-14.3	-76	0
PM0000893	BH-PC	179	179	179	179	179	0
PM0000892	BH-PC	236	236	236	236	236	0
PM0000722	BH-BS	-244.01	-240	-76	-50	-724	0
PM0000369	BH-PC	23283	23283	23283	23283	23283	0
PM0000370	BH-PC	24283	24283	24283	24283	24283	0
PM0000819	BH-BS	-230	-230	-248	-248	-248	0
PM0000819	BH-PC	618.85	671.05	689.05	689.05	689.05	0
PM0000294	GP-NM	-1571	-1551	-1551	-1551	-1551	0
PM0000294	BH-BS	0	-20	-20	-20	-20	0
PM0000427	BH-WST	1117	1117	1132	892	761	0
PM0000428	BH-WST	1110	1110	1146	881	761	0
PM0000370	BH-WST	703	703	703	703	703	0
PM0000369	BH-WST	703	703	703	703	703	0
PM0000892	BH-WST	63	63	63	63	63	0
PM0000893	BH-WST	120	120	120	120	120	0
PM0000593	BH-WST	83	83	83	80	68	0
PM0000506	BH-WST	3251	2251	3135	3523	3523	0
PM0000722	BH-PM	-2712.99	-1713	-1693	-1193	537	0
PM0000150	BH-PM	-2450	-2450	-2450	-2450	-2450	0
PM0000150	BH-BS	0	0	0	0	0	0
FG0000317	GP-FG	3121	3638	3642	2077	-778	0
FG0000178	BH-PF	661	661	661	505	661	0
PM0000358	BH-BS	0	-5	-5	0	-4440	0
PM0000358	BH-WST	206	135	216	204	139	0
PM0000659	BH-BS	-1274	-1274	-1274	-1274	-1274	0
PM0000659	BH-PC	1274	1274	1274	1274	1274	0
PM0000195	BH-BS	-4992	-9437	-13536	0	-19746	0
PM0000885	BH-PC	34090	34090	34090	34080	33020	0
PM0000886	BH-PC	33580	33580	33580	32320	31310	0
PM0000005	BH-PM	-2003	3997	2357	6557	5497	-3006
PM0000245	BH-PM	0	0	0	0	0	0
FG0000029	GP-FG	20	20	20	20	-2660	0
FG0000440	BH-PF	0	0	0	0	0	0
PM0000855	BH-PM	0	0	0	0	-5456	0
PM0000890	BH-BS	0	0	0	0	-646	0
PM0000819	BH-PM	-1380	-1380	-1380	-1380	-1380	0
PM0000815	BH-BS	-5070	-5070	-5070	-5072	-5072	0
PM0000815	BH-PC	3078	3078	3078	3080	3080	0
PM0000816	BH-BS	-5000	-5000	-5000	-5050	-5050	0
PM0000816	BH-PC	3008	3008	3008	3058	3058	0
PM0000890	BH-PC	343	343	343	343	143	0
PM0000525	BH-BS	-3200	-3200	-200	-5300	-6339	0
PM0000525	BH-PC	1104	1104	-971	1274	445	0
PM0000524	BH-BS	-3350	-3350	-350	-5307	-6246	0
PM0000524	BH-PC	1134	1134	-921	1186	352	0
PM0000150	BH-PC	457	457	457	457	457	0
PM0000155	BH-BS	-2800	-32664	-31064	-29064	-28704	0
PM0000155	BH-PC	26711.5	24239.5	26611.5	26699.5	26711.5	0
PM0000729	BH-BS	-4000	-9000	-12000	-11500	-2000	0
PM0000660	BH-PM	662	722	802	662	828	18
PM0000466	BH-PM	-2000	0	0	-20250	-12250	0
PM0000466	BH-BS	-2000	-1900	-1090	0	-200	0
PM0000017	BH-PM	26600	10800	55000	-38000	22000	0
PM0000018	BH-PM	26600	10800	55000	-38000	22000	0
PM0000524	BH-WST	183	183	104	54	183	0
PM0000525	BH-WST	183	183	104	59	183	0
PM0000125	BH-PM	0	0	0	0	0	0
FG0000297	BH-GR	0	0	0	0	-254	0
PM0000150	BH-PF	1	1	1	1	1	0
PM0000663	BH-PC	-1893	771	753	1341	713	0
PM0000663	BH-PF	1	1	1	1	1	0
PM0000333	BH-PC	2921	653	1635	-2277	1007	0
PM0000333	BH-PF	1	1	1	1	1	0
PM0000155	BH-PF	0.5	0.5	0.5	0.5	0.5	0
PM0000658	BH-PC	-122	69	83	-95	-2	0
PM0000658	BH-PF	2	2	2	2	2	0
FG0000226	BH-PF	239	239	239	239	239	-104
FG0000133	GP-FG	-19	-19	-19	-19	-19	0
FG0000133	BH-WST	18	18	19	19	19	0
FG0000038	BH-WST	5	5	5	5	4	0
FG0000295	GP-FG	-22	-22	-22	-22	-22	0
FG0000295	BH-WST	20	20	22	22	22	0
FG0000029	BH-WST	0	0	10	10	10	0
FG0000012	BH-WST	4	4	17	17	9	0
FG0000241	GP-FG	-16	-16	-16	-16	-16	0
FG0000241	BH-WST	16	16	16	16	16	0
FG0000138	GP-FG	-20	-20	-20	-20	-20	0
FG0000138	BH-WST	20	20	20	20	20	0
FG0000297	BH-WST	143	115	109	109	68	0
FG0000250	GP-FG	-36	-36	-5	-4	-4	0
FG0000250	BH-WST	-41	-41	5	4	4	0
FG0000317	BH-WST	204	197	193	193	48	0
FG0000191	GP-FG	-41	-41	-41	-41	-41	0
FG0000191	BH-WST	41	41	41	41	41	0
FG0000296	GP-FG	-20	-17	-17	-17	-17	0
FG0000296	BH-WST	15	12	17	17	17	0
FG0000320	GP-FG	-5	-4	-4	-4	-4	0
FG0000320	BH-WST	4	3	4	4	4	0
PM0000125	BH-BS	63238	65398	65398	62518	65398	0
PM0000026	BH-PM	-13800	-13800	-7300	-7300	-7100	-7100
PM0000026	BH-BS	-7300	-1800	-5000	-10600	0	0
PM0000863	BH-PM	18000	12000	-26600	-20600	-11000	0
PM0000863	BH-BS	0	-4500	-6000	-2828	-800	0
PM0000535	BH-BS	-174	-2374	-3100	-4200	-15998	0
PM0000535	BH-PC	8046.2	8978.2	8265.2	9330.2	9602	-15
PM0000357	BH-NM	-4200	-4200	-4200	-4200	-4200	0
PM0000357	BH-PC	17	17	17	17	17	0
PM0000281	BH-BS	-30	-30	-30	-30	-30	0
PM0000281	BH-PC	30	30	30	30	30	0
PM0000279	BH-BS	-1667	-1667	-1667	-1888	-1887	0
PM0000279	BH-PC	22	22	22	22	22	0
PM0000333	BH-BS	-1996	0	-6064	-88	-3000	0
FG0000034	BH-PF	0	0	0	0	0	0
PM0000006	BH-NM	0	0	0	-660.8	-580	0
PM0000506	BH-BS	-224499	-224499	-150499	-3000	-3000	0
FA0000392	BH-FA	1	1	1	1	1	0
PM0000357	BH-PM	-2900	-2900	-2897	-2897	-2897	0
PM0000357	BH-BS	0	0	0	0	0	0
PM0000385	BH-PM	-61000	-26000	12500	-60500	-20500	-10000
PM0000385	BH-BS	-15500	-15500	-10000	-12300	0	0
PM0000386	BH-PM	-61000	-26000	12500	-60500	-20500	-10000
PM0000386	BH-BS	-15400	-15400	-10000	-12500	0	0
PM0000899	BH-BS	0	0	0	0	0	0
PM0000817	BH-BS	223488	-177408	-239616	-239616	-239616	0
PM0000817	BH-SDL	-39113	13817	12986	29634	29634	0
PM0000053	BH-NM	0	-1440	-1468	-1069	-3329	0
PM0000468	BH-NM	0	0	0	-6362	-9777	0
RM0000009	BH-PF	1	1	1	1	0	0
FG0000382	BH-EC	-21992	-21643	-5057	-5057	-5037	0
FG0000142	BH-EC	-29	-40	0	0	-317	0
PM0000836	BH-BS	-1157	-1157	-1157	-1157	-1157	0
PM0000836	BH-PC	2	2	2	2	2	0
PM0000899	BH-PC	0	0	0	0	0	0
PM0000153	BH-BS	-130	-130	-130	-173	-170	0
PM0000153	BH-PC	2	2	2	2	2	0
PM0000401	GP-NM	-4224	-4224	-4224	-3552	-3552	0
PM0000401	BH-BS	0	0	0	-672	0	0
PM0000128	GP-PM	-2140	-2140	-1640	-1640	-1640	0
PM0000128	BH-BS	0	-27	-33	-33	-33	0
PM0000094	BH-NM	0	0	0	0	0	0
PM0000058	BH-JW	0	0	0	-15930	-983	0
PM0000058	BH-WST	1068	1068	1068	1068	1068	0
PM0000865	BH-JW	0	0	0	-23740	-1523	0
PM0000865	BH-WST	1523	1523	1523	1523	1523	0
PM0000866	BH-JW	0	0	0	-23740	-1523	0
PM0000866	BH-WST	1523	1523	1523	1523	1523	0
PM0000235	BH-JW	0	0	0	-12500	-983	0
PM0000507	BH-JW	0	0	0	-521.43	-44.43	0
PM0000507	BH-WST	228.18	228.18	228.18	228.18	128.18	0
PM0000057	BH-PM	0	0	0	0	0	0
PM0000891	BH-WST	61.7	61.7	61.7	61.7	34.27	0
PM0000357	BH-WST	57	57	57	57	57	0
PM0000836	BH-WST	3	3	3	3	3	0
FA0000306	DL-FA	1	1	1	1	0	0
PM0000522	BH-BS	0	0	0	-11500	-100	0
FG0000227	BH-EC	-2931	-26	0	0	0	0
FG0000344	BH-EC	-295	-295	-285	-285	-285	0
PM0000307	BH-BS	-10000	0	0	-5000	-5000	0
PM0000308	BH-BS	-10000	0	0	-5000	-5000	0
PM0000886	BH-BS	0	0	0	-32800	-12800	0
PM0000046	BH-BS	-15024	-18624	-15924	-11024	-6657	0
PM0000193	BH-BS	-25000	-15000	-25000	-17685	-39983	0
PM0000269	BH-PC	958	-10	-10	-8	-8	0
PM0000240	BH-PC	16.5	-2.5	-2.5	-2	-2	0
RM0000047	BH-PC	929	-10	-10	-8	-8	0
FG0000224	BH-PF	0	-2	-2	0	0	0
PM0000187	BH-PM	4500	11500	10000	14000	7000	0
PM0000187	BH-BS	0	0	-3500	-7500	0	0
PM0000054	BH-BS	-85198	-8459	-38218	0	0	0
RM0000053	BH-PC	2	2	-996	-996	-996	0
FG0000352	BH-PF	914	914	914	912	912	0
PM0000125	BH-PC	41306	42027	42257	42257	42257	-1
PM0000126	BH-BS	-8400	-8400	-8400	-8400	-8400	0
