section,company,date,ref,status,party,vehicle_no,warehouse,item_code,item_name,qty,uom,litres,value_inr,in_sap,lag_days,evidence,note
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-12,626080344,"invoiced, no gate-out recorded",HARPREET SINGH CASH SALE,,BH-BT,,,,,2.0,375,yes (stock already OUT of OITW),18,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-12,626080345,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-BT,,,,,8000.0,1344000,yes (stock already OUT of OITW),18,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-12,626080346,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-BT,,,,,8000.0,1344000,yes (stock already OUT of OITW),18,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-12,626080347,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1344000,yes (stock already OUT of OITW),18,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-12,626080348,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1344000,yes (stock already OUT of OITW),18,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-12,626080349,"invoiced, no gate-out recorded",HARPREET SINGH CASH SALE,,BH-BT,,,,,2.0,340,yes (stock already OUT of OITW),18,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-11,626080297,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1344000,yes (stock already OUT of OITW),19,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-11,626080299,"invoiced, no gate-out recorded",HIMJYOTI TRADERS,,BH-BT,,,,,2400.0,388786,yes (stock already OUT of OITW),19,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-11,626080303,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8300.0,1422750,yes (stock already OUT of OITW),19,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-11,626080310,"invoiced, no gate-out recorded",HARPREET SINGH CASH SALE,,BH-BT,,,,,5.0,925,yes (stock already OUT of OITW),19,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-11,626080312,"invoiced, no gate-out recorded",HARPREET SINGH CASH SALE,,BH-PF,,,,,6.0,1710,yes (stock already OUT of OITW),19,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-11,626080313,"invoiced, no gate-out recorded",HARPREET SINGH CASH SALE,,BH-BT,,,,,2.0,340,yes (stock already OUT of OITW),19,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-11,626080315,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1344000,yes (stock already OUT of OITW),19,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-11,626080317,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1344000,yes (stock already OUT of OITW),19,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-11,626080318,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,1360800,yes (stock already OUT of OITW),19,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-11,626080319,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1344000,yes (stock already OUT of OITW),19,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-10,626080231,"invoiced, no gate-out recorded",HARPREET SINGH CASH SALE,,BH-BT,,,,,2.0,340,yes (stock already OUT of OITW),20,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-10,626080233,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,1360800,yes (stock already OUT of OITW),20,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-10,626080241,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7740.0,1300320,yes (stock already OUT of OITW),20,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-10,626080242,"invoiced, no gate-out recorded",HARPREET SINGH CASH SALE,,BH-BT,,,,,1.0,170,yes (stock already OUT of OITW),20,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-10,626080246,"invoiced, no gate-out recorded",THE AREA MANAGER CANTEEN STORE DEPARTMENT,,BH-BT,,,,,768.5,885211,yes (stock already OUT of OITW),20,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-10,626080253,"invoiced, no gate-out recorded",THE AREA MANAGER CANTEEN STORE DEPARTMENT,,BH-BT,,,,,32.6,84119,yes (stock already OUT of OITW),20,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-10,626080260,"invoiced, no gate-out recorded",THE AREA MANAGER CANTEEN STORE DEPARTMENT,,BH-BT,,,,,50.2,46971,yes (stock already OUT of OITW),20,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-10,626080265,"invoiced, no gate-out recorded",THE AREA MANAGER CANTEEN STORE DEPARTMENT,,BH-BT,,,,,447.8,527377,yes (stock already OUT of OITW),20,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-10,626080274,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1512000,yes (stock already OUT of OITW),20,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-10,626080279,"invoiced, no gate-out recorded",THE AREA MANAGER CANTEEN STORE DEPARTMENT,,BH-BT,,,,,5.0,3128,yes (stock already OUT of OITW),20,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-10,626080284,"invoiced, no gate-out recorded",THE AREA MANAGER CANTEEN STORE DEPARTMENT,,BH-BT,,,,,567.5,839448,yes (stock already OUT of OITW),20,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-10,626080285,"invoiced, no gate-out recorded",THE AREA MANAGER CANTEEN STORE DEPARTMENT,,BH-BT,,,,,11.1,10974,yes (stock already OUT of OITW),20,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-10,626080287,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1512000,yes (stock already OUT of OITW),20,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-10,626080288,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,800.0,134400,yes (stock already OUT of OITW),20,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-08,626080205,"invoiced, no gate-out recorded",HARPREET SINGH CASH SALE,,BH-BT,,,,,2.5,725,yes (stock already OUT of OITW),22,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-08,626080210,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,9000.0,1512000,yes (stock already OUT of OITW),22,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-08,626080211,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,9000.0,1512000,yes (stock already OUT of OITW),22,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-08,626080213,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,9000.0,1512000,yes (stock already OUT of OITW),22,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-08,626080214,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1512000,yes (stock already OUT of OITW),22,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-08,626080215,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1512000,yes (stock already OUT of OITW),22,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-08,626080216,"invoiced, no gate-out recorded",HARPREET SINGH CASH SALE,,BH-BT,,,,,5.0,850,yes (stock already OUT of OITW),22,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-08,626080219,"invoiced, no gate-out recorded",KASAULI HOSPITALITY SERVICES PRIVATE LIMITED,,BH-BT,,,,,2.0,1,yes (stock already OUT of OITW),22,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-08,626080226,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,9000.0,1512000,yes (stock already OUT of OITW),22,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-07,626080190,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,2457000,yes (stock already OUT of OITW),23,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-07,626080191,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1344000,yes (stock already OUT of OITW),23,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-07,626080192,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,9000.0,1512000,yes (stock already OUT of OITW),23,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-07,626080193,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1344000,yes (stock already OUT of OITW),23,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-07,626080201,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,4696.0,839916,yes (stock already OUT of OITW),23,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-06,626080172,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,9000.0,1512000,yes (stock already OUT of OITW),24,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-06,626080173,"invoiced, no gate-out recorded",RAVINDER SINGH SHUNTY JWPL0035,,BH-BT,,,,,5.0,895,yes (stock already OUT of OITW),24,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-06,626080174,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1344000,yes (stock already OUT of OITW),24,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-06,626080175,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,1360800,yes (stock already OUT of OITW),24,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-06,626080176,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1344000,yes (stock already OUT of OITW),24,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-06,626080178,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,1360800,yes (stock already OUT of OITW),24,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-06,626080184,"invoiced, no gate-out recorded",HARPREET SINGH CASH SALE,,BH-PF,,,,,3.0,1200,yes (stock already OUT of OITW),24,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-06,626080187,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1344000,yes (stock already OUT of OITW),24,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-05,626080147,"invoiced, no gate-out recorded",HARPREET SINGH CASH SALE,,BH-BT,,,,,5.0,700,yes (stock already OUT of OITW),25,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-05,626080148,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,9000.0,1512000,yes (stock already OUT of OITW),25,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-05,626080149,"invoiced, no gate-out recorded",HARPREET SINGH CASH SALE,,BH-BT,,,,,5.0,850,yes (stock already OUT of OITW),25,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-05,626080151,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,1890000,yes (stock already OUT of OITW),25,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-05,626080152,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1260000,yes (stock already OUT of OITW),25,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-05,626080162,"invoiced, no gate-out recorded",HARPREET SINGH CASH SALE,,BH-BT,,,,,1.0,140,yes (stock already OUT of OITW),25,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-05,626080163,"invoiced, no gate-out recorded",HARPREET SINGH CASH SALE,,BH-BT,,,,,6.0,1160,yes (stock already OUT of OITW),25,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-04,626080124,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,1285200,yes (stock already OUT of OITW),26,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-04,626080126,"invoiced, no gate-out recorded",HARPREET SINGH CASH SALE,,BH-PF,,,,,0.5,250,yes (stock already OUT of OITW),26,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-04,626080132,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,1285200,yes (stock already OUT of OITW),26,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-04,626080133,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,1285200,yes (stock already OUT of OITW),26,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-03,626080102,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-BT,,,,,10000.0,1785000,yes (stock already OUT of OITW),27,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-03,626080103,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-BT,,,,,10000.0,1785000,yes (stock already OUT of OITW),27,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-03,626080104,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-BT,,,,,7000.0,1837500,yes (stock already OUT of OITW),27,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-03,626080105,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,1285200,yes (stock already OUT of OITW),27,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-03,626080106,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,4320.0,1134000,yes (stock already OUT of OITW),27,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-03,626080107,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,1285200,yes (stock already OUT of OITW),27,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-03,626080108,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,1285200,yes (stock already OUT of OITW),27,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-03,626080114,"invoiced, no gate-out recorded",HARPREET SINGH CASH SALE,,BH-BT,,,,,2.0,670,yes (stock already OUT of OITW),27,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-07-31,626070691,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1260000,yes (stock already OUT of OITW),30,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
