module,path,method,cli_command,status,known_in_repo,row_count,notes
Marketplace,/marketplace/returns/,POST,marketplace returns-list,403,binary+spec,,"{""code"":""WRONG_COMPANY"",""error"":""The marketplace module is not enabled for this company un | registry:MARKETPLACE.RETURNS"
Marketplace,/marketplace/returns/scan/,POST,,not probed,no,,no GET evidence | registry:MARKETPLACE.RETURN_SCAN_TRACKING
Marketplace,/marketplace/returns/{id}/,GET,,not probed,spec-only,,needs id | registry:MARKETPLACE.RETURN_BY_ID
Marketplace,/marketplace/returns/{id}/scans/,POST,,not probed,no,,needs id | registry:MARKETPLACE.RETURN_SCANS
Marketplace,/marketplace/returns/{id}/scans/{id}/condition/,POST,,not probed,no,,needs id | registry:MARKETPLACE.RETURN_SCAN_CONDITION
Marketplace,/marketplace/returns/{id}/submit/,POST,,not probed,no,,write-shaped path segment | registry:MARKETPLACE.RETURN_SUBMIT
Marketplace,/marketplace/sap-items/,GET,marketplace sap-items,403,binary+spec,,"{""code"":""WRONG_COMPANY"",""error"":""The marketplace module is not enabled for this company un | registry:MARKETPLACE.SAP_ITEMS"
Marketplace,/marketplace/settings/,UNRESOLVED,,not probed,no,,denylist:side-effect | registry:MARKETPLACE.SETTINGS | verb unresolved in bundle
Marketplace,/marketplace/sku-mappings/,POST,marketplace sku-mappings,403,binary+spec,,"{""code"":""WRONG_COMPANY"",""error"":""The marketplace module is not enabled for this company un | registry:MARKETPLACE.SKU_MAPPINGS"
Marketplace,/marketplace/sku-mappings/import/,POST,,not probed,no,,write-shaped path segment | registry:MARKETPLACE.SKU_MAPPINGS_IMPORT
Marketplace,/marketplace/sku-mappings/{id}/,DELETE|PATCH,,not probed,no,,needs id | registry:MARKETPLACE.SKU_MAPPING_BY_ID
Marketplace,/marketplace/warehouse-insights/,GET,marketplace warehouse-insights,403,binary+spec,,"{""code"":""WRONG_COMPANY"",""error"":""The marketplace module is not enabled for this company un | registry:MARKETPLACE.WAREHOUSE_INSIGHTS"
Marketplace,/marketplace/warehouses/,POST,marketplace warehouses,403,binary+spec,,"{""code"":""WRONG_COMPANY"",""error"":""The marketplace module is not enabled for this company un | registry:MARKETPLACE.WAREHOUSES"
Marketplace,/marketplace/warehouses/{id}/,DELETE|PATCH,,not probed,no,,needs id | registry:MARKETPLACE.WAREHOUSE_BY_ID
Notifications,/notifications/,GET,notifications list,200,binary+spec,8741,live | registry:NOTIFICATIONS.LIST
Notifications,/notifications/devices/register/,UNRESOLVED,,not probed,no,,no GET evidence | registry:NOTIFICATIONS.REGISTER | verb unresolved in bundle
Notifications,/notifications/devices/unregister/,UNRESOLVED,,not probed,no,,no GET evidence | registry:NOTIFICATIONS.UNREGISTER | verb unresolved in bundle
Notifications,/notifications/mark-read/,POST,,not probed,no,,no GET evidence | registry:NOTIFICATIONS.MARK_READ
Notifications,/notifications/preferences/,GET|POST,,200,spec-only,65,live | registry:NOTIFICATIONS.PREFERENCES
Notifications,/notifications/send/,POST,,not probed,no,,write-shaped path segment | registry:NOTIFICATIONS.SEND
Notifications,/notifications/test/,POST,,not probed,no,,no GET evidence | registry:NOTIFICATIONS.TEST
Notifications,/notifications/unread-count/,GET,notifications unread-count,200,binary+spec,obj,live | registry:NOTIFICATIONS.UNREAD_COUNT
Notifications,/notifications/{id}/,GET,,not probed,spec-only,,needs id | registry:NOTIFICATIONS.DETAIL
Order Processing,/oms/invoices/,GET,oms invoices,400,binary+spec,,"routed; required query param missing: {""whs"":[""This field is required.""]} | registry:OMS.INVOICES"
Order Processing,/oms/invoices/pending-count/,GET,oms pending-count,400,binary+spec,,"routed; required query param missing: {""detail"":""whs (warehouse) is required""} | registry:OMS.INVOICE_PENDING_COUNT"
Order Processing,/oms/invoices/{id}/audit/,GET,oms invoice-audit,not probed,binary+spec,,needs id | registry:OMS.INVOICE_AUDIT
Order Processing,/oms/invoices/{id}/history/,GET,oms invoice-history,not probed,binary+spec,,needs id | registry:OMS.INVOICE_HISTORY
Order Processing,/oms/invoices/{id}/status/,PATCH,,not probed,no,,needs id | registry:OMS.INVOICE_STATUS
Order Processing,/order-processing/dashboard/,GET,,200,spec-only,obj,live | registry:ORDER_PROCESSING.DASHBOARD
Order Processing,/order-processing/line-issues/,GET,,200,spec-only,0,"live, zero rows in JIVO_OIL | registry:ORDER_PROCESSING.LINE_ISSUES"
Order Processing,/order-processing/materials/,GET,,200,spec-only,105,live | registry:ORDER_PROCESSING.MATERIALS
Order Processing,/order-processing/materials/plan/,POST,,not probed,no,,no GET evidence | registry:ORDER_PROCESSING.MATERIALS_PLAN
Order Processing,/order-processing/orders/,GET,,200,spec-only,2281,live | registry:ORDER_PROCESSING.ORDERS
Order Processing,/order-processing/orders/{id}/,GET,,not probed,spec-only,,needs id | registry:ORDER_PROCESSING.ORDER_DETAIL
Order Processing,/order-processing/orders/{id}/check-stock/,POST,,not probed,no,,needs id | registry:ORDER_PROCESSING.ORDER_CHECK_STOCK
Order Processing,/order-processing/orders/{id}/timeline/,GET,,not probed,spec-only,,needs id | registry:ORDER_PROCESSING.ORDER_TIMELINE
Order Processing,/order-processing/procurement/,GET,,200,spec-only,37,live | registry:ORDER_PROCESSING.PROCUREMENT
Order Processing,/order-processing/production/,GET,,200,spec-only,15,live | registry:ORDER_PROCESSING.PRODUCTION
Order Processing,/order-processing/production/{id}/,UNRESOLVED,,not probed,no,,needs id | registry:ORDER_PROCESSING.PRODUCTION_DETAIL | verb unresolved in bundle
Order Processing,/order-processing/sync/,GET|POST,,not probed,spec-only,,write-shaped path segment | registry:ORDER_PROCESSING.SYNC
Planning & Purchase,/planning-purchase/commitments/,GET,,400,no,,"routed; required query param missing: {""item_code"":[""This field is required.""],""warehouse"":[""This field is required.""]} | registry:PLANNING_PURCHASE.COMMITMENTS"
Planning & Purchase,/planning-purchase/plans/,GET,,200,no,25,"PLANNER GOLD: 25 monthly plans on Oil; SEP PLANNING 26 = abs_id 44, 84 items, 2026-09-01..30. Plan ORIGINATES IN SAP (one qty per item at period start); this module spreads it EVEN_WORKING_DAYS and marks derived. || live | registry:PLANNING_PURCHASE.PLANS"
Planning & Purchase,/planning-purchase/plans/{id}/,GET,,200,no,84,"PLANNER GOLD: plan 44 = 84 lines, 4,320,331 planned litres / 3,053,094 qty / 242,298 cases (vs jolly EXIM figure 4,323,300 L, gap 2,969 L = 0.07%). Carries produced_qty for plan-vs-actual. TRAP: the embedded plan{} summary is zeroed - totals must be summed from lines[]. || probed live with abs_id=44 (SEP PLANNING 26) | registry:PLANNING_PURCHASE.PLAN_DETAIL"
Planning & Purchase,/planning-purchase/plans/{id}/producible/,GET,,200,no,84,"PLANNER GOLD: buildable_qty per SKU + limited_by = the exact blocking component. TRAP: defaults to target_date=TODAY; outside the plan window it falsely reports plan_runs_in_full=true, planned_litres=0. With target_date=2026-09-30: 31 of 84 SKUs blocked, 24 blocking components, 42.1% of a working day at risk. Figures are ONE DAY, not the month. || probed live with abs_id=44 and target_date=2026-09-30 | registry:PLANNING_PURCHASE.PLAN_PRODUCIBLE"
Planning & Purchase,/planning-purchase/plans/{id}/requirement/,GET,,200,no,209,"PLANNER GOLD: full BOM explosion, 209 components. 111 shortages (100 packaging, 11 raw), est purchase value Rs 66.4 Cr, 65 over-committed, 111 with no lead time. RM0000003 MUSTARD LOOSE OIL required 1,370,268 L vs 129,952 on hand. || probed live with abs_id=44 | registry:PLANNING_PURCHASE.PLAN_REQUIREMENT"
Planning & Purchase,/planning-purchase/plans/{id}/requirement/export/,GET,,not probed,no,,needs id | registry:PLANNING_PURCHASE.PLAN_REQUIREMENT_EXPORT
Planning & Purchase,/planning-purchase/purchase-orders/,GET|POST,,200,no,2,live | registry:PLANNING_PURCHASE.PURCHASE_ORDERS
Planning & Purchase,/planning-purchase/purchase-orders/{id}/,DELETE|GET|PATCH,,not probed,no,,needs id | registry:PLANNING_PURCHASE.PURCHASE_ORDER_DETAIL
Planning & Purchase,/planning-purchase/purchase-orders/{id}/approve/,POST,,not probed,no,,write-shaped path segment | registry:PLANNING_PURCHASE.PURCHASE_ORDER_APPROVE
Planning & Purchase,/planning-purchase/purchase-orders/{id}/post-to-sap/,POST,,not probed,no,,write-shaped path segment | registry:PLANNING_PURCHASE.PURCHASE_ORDER_POST
Planning & Purchase,/planning-purchase/vendors/,GET,,200,no,100,live | registry:PLANNING_PURCHASE.VENDORS
Planning & Purchase,/planning-purchase/warehouses/,GET,,200,no,46,"STORAGE MASTER: 46 named warehouses (BH-FG Bhakharpur Finished Basement, BH-PF Production Finished 1st Floor, BH-PM Packaging 1st Floor, GP-FG Gupta, BH-LO Loose Oil...). Code+name ONLY - no capacity/tonnage field anywhere in this app. || live | registry:PLANNING_PURCHASE.WAREHOUSES"
Planning & Purchase,/po/open-pos/,GET,po open-pos,400,binary+spec,,"routed; required query param missing: {""detail"":""supplier_code is required""}"
Planning & Purchase,/po/open-pos/{id}/items/,GET,po open-po-items,not probed,binary+spec,,needs id | registry:PO.OPEN_PO_BY_NUMBER
Planning & Purchase,/po/vendors/,GET,po vendors,200,binary+spec,2224,live | registry:PO.VENDORS
Planning & Purchase,/po/warehouses/,GET,po warehouses,200,binary+spec,46,live | registry:PO.WAREHOUSES
Planning & Purchase,/production-planning/,GET|POST,,404,no,,"DEAD CODE. 17 registry paths under /production-planning/ are all Django URL-resolver 404s (HTML) in all companies. The SPA registry keeps them but no server route exists. Do NOT build on this - the live planner is /planning-purchase/. || DEAD: Django URL-resolver 404 (HTML) | registry:PRODUCTION_PLANNING.LIST,PRODUCTION_PLANNING.CREATE"
Planning & Purchase,/production-planning/daily-entries/,GET,,404,no,,DEAD: Django URL-resolver 404 (HTML) | registry:PRODUCTION_PLANNING.DAILY_ENTRIES_ALL
Planning & Purchase,/production-planning/dropdown/bom/,GET,,404,no,,DEAD: Django URL-resolver 404 (HTML) | registry:PRODUCTION_PLANNING.DROPDOWN_BOM
Planning & Purchase,/production-planning/dropdown/items/,GET,,404,no,,DEAD: Django URL-resolver 404 (HTML) | registry:PRODUCTION_PLANNING.DROPDOWN_ITEMS
Planning & Purchase,/production-planning/dropdown/uom/,GET,,404,no,,DEAD: Django URL-resolver 404 (HTML) | registry:PRODUCTION_PLANNING.DROPDOWN_UOM
Planning & Purchase,/production-planning/dropdown/warehouses/,GET,,404,no,,DEAD: Django URL-resolver 404 (HTML) | registry:PRODUCTION_PLANNING.DROPDOWN_WAREHOUSES
Planning & Purchase,/production-planning/summary/,GET,,404,no,,DEAD: Django URL-resolver 404 (HTML) | registry:PRODUCTION_PLANNING.SUMMARY
Planning & Purchase,/production-planning/weekly-plans/{id}/daily-entries/,GET|POST,,not probed,no,,needs id | registry:PRODUCTION_PLANNING.DAILY_ENTRIES
Planning & Purchase,/production-planning/weekly-plans/{id}/daily-entries/{id}/,PATCH,,not probed,no,,needs id | registry:PRODUCTION_PLANNING.DAILY_ENTRY_DETAIL
Planning & Purchase,/production-planning/{id}/,DELETE|GET|PATCH,,not probed,no,,needs id | registry:PRODUCTION_PLANNING.DETAIL
Planning & Purchase,/production-planning/{id}/close/,POST,,not probed,no,,write-shaped path segment | registry:PRODUCTION_PLANNING.CLOSE
Planning & Purchase,/production-planning/{id}/materials/,GET|POST,,not probed,no,,needs id | registry:PRODUCTION_PLANNING.MATERIALS
Planning & Purchase,/production-planning/{id}/materials/{id}/,DELETE,,not probed,no,,needs id | registry:PRODUCTION_PLANNING.MATERIAL_DELETE
Planning & Purchase,/production-planning/{id}/post-to-sap/,POST,,not probed,no,,write-shaped path segment | registry:PRODUCTION_PLANNING.POST_TO_SAP
Planning & Purchase,/production-planning/{id}/weekly-plans/,GET|POST,,not probed,no,,needs id | registry:PRODUCTION_PLANNING.WEEKLY_PLANS
Planning & Purchase,/production-planning/{id}/weekly-plans/{id}/,DELETE|PATCH,,not probed,no,,needs id | registry:PRODUCTION_PLANNING.WEEKLY_PLAN_DETAIL
Production,/blowing/audit/,GET,blowing audit,400,binary+spec,,"routed; required query param missing: {""detail"":""Query params 'entity_type' and 'entity_id' are required.""} | registry:PRODUCTION_BLOWING.AUDIT"
Production,/blowing/breakdown-categories/,GET|POST,blowing breakdown-categories,200,binary+spec,4,live | registry:PRODUCTION_BLOWING.BREAKDOWN_CATEGORIES
Production,/blowing/breakdown-categories/{id}/,UNRESOLVED,,not probed,no,,needs id | registry:PRODUCTION_BLOWING.BREAKDOWN_CATEGORY_DETAIL | verb unresolved in bundle
Production,/blowing/buy-prices/,GET|POST,blowing buy-prices,200,binary+spec,1,live | registry:PRODUCTION_BLOWING.BUY_PRICES
Production,/blowing/buy-prices/{id}/,PATCH,,not probed,no,,needs id | registry:PRODUCTION_BLOWING.BUY_PRICE_DETAIL
Production,/blowing/cost-rates/,GET|POST,blowing cost-rates,200,binary+spec,7,live | registry:PRODUCTION_BLOWING.COST_RATES
Production,/blowing/cost-rates/{id}/,DELETE,,not probed,no,,needs id | registry:PRODUCTION_BLOWING.COST_RATE_DETAIL
Production,/blowing/machines/,GET|POST,blowing machines,200,binary+spec,1,live | registry:PRODUCTION_BLOWING.MACHINES
Production,/blowing/machines/{id}/,DELETE|PATCH,,not probed,no,,needs id | registry:PRODUCTION_BLOWING.MACHINE_DETAIL
Production,/blowing/preform-specs/,GET|POST,blowing preform-specs,200,binary+spec,4,live | registry:PRODUCTION_BLOWING.PREFORM_SPECS
Production,/blowing/preform-specs/{id}/,DELETE|PATCH,,not probed,no,,needs id | registry:PRODUCTION_BLOWING.PREFORM_SPEC_DETAIL
Production,/blowing/rate-configs/,GET|POST,blowing rate-configs,200,binary+spec,1,live | registry:PRODUCTION_BLOWING.RATE_CONFIGS
Production,/blowing/rate-configs/{id}/,PATCH,,not probed,no,,needs id | registry:PRODUCTION_BLOWING.RATE_CONFIG_DETAIL
Production,/blowing/reports/daily/,GET,blowing report-daily,400,binary+spec,,"routed; required query param missing: {""detail"":""Query param 'date' is required (YYYY-MM-DD).""} | registry:PRODUCTION_BLOWING.REPORT_DAILY"
Production,/blowing/reports/make-vs-buy/,GET,blowing make-vs-buy,400,binary+spec,,"routed; required query param missing: {""detail"":""Query params 'date_from' and 'date_to' are required.""} | registry:PRODUCTION_BLOWING.REPORT_MAKE_VS_BUY"
Production,/blowing/reports/monthly/,GET,blowing report-monthly,400,binary+spec,,"routed; required query param missing: {""detail"":""Query params 'year' and 'month' are required.""} | registry:PRODUCTION_BLOWING.REPORT_MONTHLY"
Production,/blowing/reports/variances/,GET,blowing variances,400,binary+spec,,"routed; required query param missing: {""detail"":""Query params 'date_from' and 'date_to' are required.""} | registry:PRODUCTION_BLOWING.REPORT_VARIANCES"
Production,/blowing/runs/,GET|POST,blowing runs,200,binary+spec,32,live | registry:PRODUCTION_BLOWING.RUNS
Production,/blowing/runs/{id}/,GET|PATCH,blowing run,not probed,binary+spec,,needs id | registry:PRODUCTION_BLOWING.RUN_DETAIL
Production,/blowing/runs/{id}/add-breakdown/,POST,,not probed,no,,needs id | registry:PRODUCTION_BLOWING.ADD_BREAKDOWN
Production,/blowing/runs/{id}/breakdowns/manual/,POST,,not probed,no,,needs id | registry:PRODUCTION_BLOWING.ADD_MANUAL_BREAKDOWN
Production,/blowing/runs/{id}/breakdowns/{id}/resolve/,POST,,not probed,no,,write-shaped path segment | registry:PRODUCTION_BLOWING.RESOLVE_BREAKDOWN
Production,/blowing/runs/{id}/complete/,POST,,not probed,no,,write-shaped path segment | registry:PRODUCTION_BLOWING.RUN_COMPLETE
Production,/blowing/runs/{id}/cost/,GET,,not probed,no,,denylist:side-effect | registry:PRODUCTION_BLOWING.RUN_COST
Production,/blowing/runs/{id}/preform-request/,POST,,not probed,no,,needs id | registry:PRODUCTION_BLOWING.SUBMIT_PREFORM_REQUEST
Production,/blowing/runs/{id}/segments/manual/,POST,,not probed,no,,needs id | registry:PRODUCTION_BLOWING.ADD_MANUAL_SEGMENT
Production,/blowing/runs/{id}/segments/{id}/,PATCH,,not probed,no,,needs id | registry:PRODUCTION_BLOWING.SEGMENT_UPDATE
Production,/blowing/runs/{id}/start-production/,POST,,not probed,no,,needs id | registry:PRODUCTION_BLOWING.START_PRODUCTION
Production,/blowing/runs/{id}/stop-production/,POST,,not probed,no,,needs id | registry:PRODUCTION_BLOWING.STOP_PRODUCTION
Production,/blowing/sap/items/,GET,blowing sap-items,200,binary+spec,50,live | registry:PRODUCTION_BLOWING.SAP_ITEMS
Production,/production-execution/breakdown-categories/,GET|POST,production-execution breakdown-categories,200,binary+spec,5,live | registry:PRODUCTION_EXECUTION.BREAKDOWN_CATEGORIES
Production,/production-execution/breakdown-categories/{id}/,DELETE|PATCH,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.BREAKDOWN_CATEGORY_DETAIL
Production,/production-execution/checklist-templates/,GET|POST,production-execution checklist-templates,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:PRODUCTION_EXECUTION.CHECKLIST_TEMPLATES"
Production,/production-execution/checklist-templates/{id}/,DELETE|PATCH,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.CHECKLIST_TEMPLATE_DETAIL
Production,/production-execution/cost-rates/,GET|POST,production-execution cost-rates,200,binary+spec,6,live | registry:PRODUCTION_EXECUTION.COST_RATES
Production,/production-execution/cost-rates/{id}/,DELETE|PATCH,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.COST_RATE_DETAIL
Production,/production-execution/costs/analytics/,GET,production-execution costs-analytics,200,binary+spec,226,live | registry:PRODUCTION_EXECUTION.COST_ANALYTICS
Production,/production-execution/line-clearance/,GET|POST,production-execution line-clearance,200,binary+spec,216,live | registry:PRODUCTION_EXECUTION.LINE_CLEARANCE
Production,/production-execution/line-clearance/{id}/,GET|PATCH,production-execution line-clearance-detail,not probed,binary+spec,,needs id | registry:PRODUCTION_EXECUTION.LINE_CLEARANCE_DETAIL
Production,/production-execution/line-clearance/{id}/approve/,POST,,not probed,no,,write-shaped path segment | registry:PRODUCTION_EXECUTION.LINE_CLEARANCE_APPROVE
Production,/production-execution/line-clearance/{id}/attachments/,POST,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.LINE_CLEARANCE_ATTACHMENTS
Production,/production-execution/line-clearance/{id}/attachments/{id}/,DELETE,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.LINE_CLEARANCE_ATTACHMENT_DETAIL
Production,/production-execution/line-clearance/{id}/hold/,POST,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.LINE_CLEARANCE_HOLD
Production,/production-execution/line-clearance/{id}/manager-decision/,POST,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.LINE_CLEARANCE_MANAGER_DECISION
Production,/production-execution/line-clearance/{id}/reopen/,POST,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.LINE_CLEARANCE_REOPEN
Production,/production-execution/line-clearance/{id}/submit/,POST,,not probed,no,,write-shaped path segment | registry:PRODUCTION_EXECUTION.LINE_CLEARANCE_SUBMIT
Production,/production-execution/line-configs/,GET|POST,production-execution line-configs,200,binary+spec,11,live | registry:PRODUCTION_EXECUTION.LINE_CONFIGS
Production,/production-execution/line-configs/auto-fill/,GET,production-execution line-configs-auto-fill,400,binary+spec,,"routed; required query param missing: {""error"":""line_id is required""} | registry:PRODUCTION_EXECUTION.LINE_CONFIG_AUTO_FILL"
Production,/production-execution/line-configs/{id}/,DELETE|PATCH,,not probed,spec-only,,needs id | registry:PRODUCTION_EXECUTION.LINE_CONFIG_DETAIL
Production,/production-execution/lines/,GET|POST,production-execution lines,200,binary+spec,7,live | registry:PRODUCTION_EXECUTION.LINES
Production,/production-execution/lines/{id}/,DELETE|PATCH,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.LINE_DETAIL
Production,/production-execution/machine-checklists/,GET|POST,production-execution machine-checklists,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:PRODUCTION_EXECUTION.MACHINE_CHECKLISTS"
Production,/production-execution/machine-checklists/bulk/,POST,,not probed,no,,no GET evidence | registry:PRODUCTION_EXECUTION.MACHINE_CHECKLISTS_BULK
Production,/production-execution/machine-checklists/{id}/,PATCH,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.MACHINE_CHECKLIST_DETAIL
Production,/production-execution/machines/,GET|POST,production-execution machines,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:PRODUCTION_EXECUTION.MACHINES"
Production,/production-execution/machines/{id}/,DELETE|PATCH,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.MACHINE_DETAIL
Production,/production-execution/reports/analytics/,GET,production-execution reports-analytics,200,binary+spec,obj,live | registry:PRODUCTION_EXECUTION.REPORTS_ANALYTICS
Production,/production-execution/reports/analytics/cost-analysis/,GET,production-execution reports-analytics-cost-analysis,200,binary+spec,obj,live | registry:PRODUCTION_EXECUTION.REPORTS_COST_ANALYSIS
Production,/production-execution/reports/analytics/downtime-pareto/,GET,production-execution reports-analytics-downtime-pareto,200,binary+spec,obj,live | registry:PRODUCTION_EXECUTION.REPORTS_DOWNTIME_PARETO
Production,/production-execution/reports/analytics/downtime/,GET,production-execution reports-analytics-downtime,200,binary+spec,56,live | registry:PRODUCTION_EXECUTION.REPORTS_DOWNTIME
Production,/production-execution/reports/analytics/monthly-summary/,GET,production-execution reports-analytics-monthly-summary,200,binary+spec,obj,live | registry:PRODUCTION_EXECUTION.REPORTS_MONTHLY_SUMMARY
Production,/production-execution/reports/analytics/oee-trend/,GET,production-execution reports-analytics-oee-trend,200,binary+spec,obj,live | registry:PRODUCTION_EXECUTION.REPORTS_OEE_TREND
Production,/production-execution/reports/analytics/oee/,GET,production-execution reports-analytics-oee,200,binary+spec,obj,live | registry:PRODUCTION_EXECUTION.REPORTS_OEE
Production,/production-execution/reports/analytics/plan-vs-production/,GET,production-execution reports-analytics-plan-vs-production,200,binary+spec,3,live | registry:PRODUCTION_EXECUTION.REPORTS_PLAN_VS_PRODUCTION
Production,/production-execution/reports/analytics/procurement-vs-planned/,GET,production-execution reports-analytics-procurement-vs-planned,400,binary+spec,,"routed; required query param missing: {""error"":""sap_doc_entry is required""} | registry:PRODUCTION_EXECUTION.REPORTS_PROCUREMENT_VS_PLANNED"
Production,/production-execution/reports/analytics/resource-consumption/,GET,production-execution reports-analytics-resource-consumption,200,binary+spec,obj,live | registry:PRODUCTION_EXECUTION.REPORTS_RESOURCE_CONSUMPTION
Production,/production-execution/reports/analytics/waste-trend/,GET,production-execution reports-analytics-waste-trend,200,binary+spec,obj,live | registry:PRODUCTION_EXECUTION.REPORTS_WASTE_TREND
Production,/production-execution/reports/analytics/waste/,GET,production-execution reports-analytics-waste,200,binary+spec,obj,live | registry:PRODUCTION_EXECUTION.REPORTS_WASTE_ANALYTICS
Production,/production-execution/reports/daily-production/,GET,production-execution reports-daily-production,400,binary+spec,,"routed; required query param missing: {""detail"":""date query parameter is required.""} | registry:PRODUCTION_EXECUTION.REPORTS_DAILY"
Production,/production-execution/reports/line-clearance/,GET,production-execution reports-line-clearance,200,binary+spec,216,live | registry:PRODUCTION_EXECUTION.REPORTS_LINE_CLEARANCE
Production,/production-execution/reports/production-movement/,GET,production-execution reports-production-movement,200,binary+spec,16,live | registry:PRODUCTION_EXECUTION.REPORTS_PRODUCTION_MOVEMENT
Production,/production-execution/reports/production-movement/filter-options/,GET,production-execution reports-production-movement-filter-options,200,binary+spec,obj,live | registry:PRODUCTION_EXECUTION.REPORTS_PRODUCTION_MOVEMENT_FILTER_OPTIONS
Production,/production-execution/reports/reconciliation/material/,GET,production-execution recon-material,200,binary+spec,obj,live
Production,/production-execution/reports/reconciliation/production/,GET,production-execution recon-production,200,binary+spec,obj,live
Production,/production-execution/reports/reconciliation/wastage/,GET,production-execution recon-wastage,200,binary+spec,obj,live
Production,/production-execution/reports/yield/{id}/,GET,production-execution yield-report,not probed,binary+spec,,needs id | registry:PRODUCTION_EXECUTION.REPORTS_YIELD
Production,/production-execution/runs/,GET|POST,production-execution runs,200,binary+spec,229,live | registry:PRODUCTION_EXECUTION.RUNS
Production,/production-execution/runs/{id}/,DELETE|GET|PATCH,production-execution run-detail,not probed,binary+spec,,"needs id | registry:PRODUCTION_EXECUTION.RUN_DETAIL,PRODUCTION_EXECUTION.RUN_DELETE"
Production,/production-execution/runs/{id}/add-breakdown/,POST,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.ADD_BREAKDOWN
Production,/production-execution/runs/{id}/breakdowns/,GET,production-execution run-breakdowns,not probed,binary+spec,,needs id | registry:PRODUCTION_EXECUTION.RUN_BREAKDOWNS
Production,/production-execution/runs/{id}/breakdowns/manual/,POST,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.ADD_MANUAL_BREAKDOWN
Production,/production-execution/runs/{id}/breakdowns/{id}/,DELETE,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.RUN_BREAKDOWN_DETAIL
Production,/production-execution/runs/{id}/breakdowns/{id}/resolve/,POST,,not probed,no,,write-shaped path segment | registry:PRODUCTION_EXECUTION.RESOLVE_BREAKDOWN
Production,/production-execution/runs/{id}/breakdowns/{id}/update/,PATCH,,not probed,no,,write-shaped path segment | registry:PRODUCTION_EXECUTION.BREAKDOWN_UPDATE
Production,/production-execution/runs/{id}/complete/,POST,,not probed,no,,write-shaped path segment | registry:PRODUCTION_EXECUTION.RUN_COMPLETE
Production,/production-execution/runs/{id}/cost/,GET,,not probed,no,,denylist:side-effect | registry:PRODUCTION_EXECUTION.RUN_COST
Production,/production-execution/runs/{id}/machine-runtime/,GET|POST,production-execution run-machine-runtime,not probed,binary+spec,,needs id | registry:PRODUCTION_EXECUTION.RUN_MACHINE_RUNTIME
Production,/production-execution/runs/{id}/machine-runtime/{id}/,DELETE|PATCH,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.RUN_MACHINE_RUNTIME_DETAIL
Production,/production-execution/runs/{id}/manpower/,GET|POST,production-execution run-manpower,not probed,binary+spec,,needs id | registry:PRODUCTION_EXECUTION.RUN_MANPOWER
Production,/production-execution/runs/{id}/manpower/{id}/,DELETE|PATCH,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.RUN_MANPOWER_DETAIL
Production,/production-execution/runs/{id}/materials/,GET|POST,production-execution run-materials,not probed,binary+spec,,needs id | registry:PRODUCTION_EXECUTION.RUN_MATERIALS
Production,/production-execution/runs/{id}/materials/{id}/,DELETE|PATCH,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.RUN_MATERIAL_DETAIL
Production,/production-execution/runs/{id}/qc/final/,GET|PATCH|POST,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.RUN_QC_FINAL
Production,/production-execution/runs/{id}/qc/inprocess/,GET|POST,production-execution run-qc-inprocess,not probed,binary+spec,,needs id | registry:PRODUCTION_EXECUTION.RUN_QC_INPROCESS
Production,/production-execution/runs/{id}/qc/inprocess/{id}/,DELETE|PATCH,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.RUN_QC_INPROCESS_DETAIL
Production,/production-execution/runs/{id}/resources/compressed-air/,GET|POST,production-execution run-compressed-air,not probed,binary+spec,,needs id | registry:PRODUCTION_EXECUTION.RUN_COMPRESSED_AIR
Production,/production-execution/runs/{id}/resources/compressed-air/{id}/,DELETE|PATCH,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.RUN_COMPRESSED_AIR_DETAIL
Production,/production-execution/runs/{id}/resources/electricity/,GET|POST,production-execution run-electricity,not probed,binary+spec,,needs id | registry:PRODUCTION_EXECUTION.RUN_ELECTRICITY
Production,/production-execution/runs/{id}/resources/electricity/{id}/,DELETE|PATCH,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.RUN_ELECTRICITY_DETAIL
