section,company,date,ref,stage,status,party,vehicle_no,transporter,destination,item_or_doc,qty,uom,litres,hours,days,count,verified,evidence,note
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-23,ARV-20260823-0002,,DEPARTED,,DL01LAN4065,,,,,,,0.87,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_MART,2026-08-23,ARV-20260823-0001,,DEPARTED,,RJ11GD2760,,,,,,,5.36,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-22,ARV-20260822-0029,,DEPARTED,,DL01LAR2914,,,,,,,0.67,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-22,ARV-20260822-0028,,DEPARTED,,DL01LAN4204,,,,,,,1.21,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-22,ARV-20260822-0027,,DEPARTED,,DL01LAQ1226,,,,,,,1.19,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_MART,2026-08-22,ARV-20260822-0026,,DEPARTED,,RJ11GB9108,,,,,,,3.93,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,"JIVO_MART,JIVO_OIL",2026-08-22,ARV-20260822-0025,,DEPARTED,,HR55AK6402,,,,,,,4.4,,2,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-22,ARV-20260822-0024,,DEPARTED,,DL01LAD9094,,,,,,,1.9,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_MART,2026-08-22,ARV-20260822-0023,,DEPARTED,,UP84AT0094,,,,,,,3.6,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_MART,2026-08-22,ARV-20260822-0022,,DEPARTED,,HR69E9959,,,,,,,1.6,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_OIL,2026-08-22,ARV-20260822-0021,,DEPARTED,,PB08FG0458,,,,,,,3.55,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-22,ARV-20260822-0020,,DEPARTED,,DL01MB2623,,,,,,,2.97,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_MART,2026-08-22,ARV-20260822-0019,,DEPARTED,,HR63F7981,,,,,,,3.35,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-22,ARV-20260822-0018,,DEPARTED,,DL01LX3089,,,,,,,2.37,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-22,ARV-20260822-0017,,DEPARTED,,DL01LAN3959,,,,,,,3.34,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_MART,2026-08-22,ARV-20260822-0016,,DEPARTED,,HR67C4904,,,,,,,2.31,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-22,ARV-20260822-0015,,DEPARTED,,DL01LAN0395,,,,,,,3.1,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-22,ARV-20260822-0014,,DEPARTED,,DL01MA6176,,,,,,,4.44,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-22,ARV-20260822-0013,,DEPARTED,,DL01LY5728,,,,,,,2.91,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-22,ARV-20260822-0012,,DEPARTED,,DL01LAR2914,,,,,,,2.24,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-22,ARV-20260822-0011,,DEPARTED,,DL01LAQ1226,,,,,,,2.09,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-22,ARV-20260822-0010,,DEPARTED,,DL01LAT3914,,,,,,,1.92,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_OIL,2026-08-22,ARV-20260822-0009,,DEPARTED,,HR58B8911,,,,,,,3.85,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-22,ARV-20260822-0008,,DEPARTED,,DL01LAQ4445,,,,,,,1.18,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-22,ARV-20260822-0007,,DEPARTED,,DL01LAM1528,,,,,,,1.88,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-22,ARV-20260822-0006,,DEPARTED,,DL01LAM0715,,,,,,,0.55,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-22,ARV-20260822-0005,,DEPARTED,,DL01LAN4065,,,,,,,1.14,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_OIL,2026-08-22,ARV-20260822-0004,,DEPARTED,,DL01LAC8007,,,,,,,1.9,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-22,ARV-20260822-0003,,DEPARTED,,DL01LAT2433,,,,,,,2.01,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-22,ARV-20260822-0002,,DEPARTED,,DL01LAM0715,,,,,,,0.16,,0,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-22,ARV-20260822-0001,,DEPARTED,,HR67C1036,,,,,,,1.29,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_MART,2026-08-21,ARV-20260821-0017,,DEPARTED,,DL01MB2623,,,,,,,1.3,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_MART,2026-08-21,ARV-20260821-0016,,DEPARTED,,DL01MB2623,,,,,,,0.74,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-21,ARV-20260821-0015,,DEPARTED,,DL01LAN0395,,,,,,,1.26,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-21,ARV-20260821-0014,,DEPARTED,,DL01LX3089,,,,,,,2.63,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_OIL,2026-08-21,ARV-20260821-0013,,DEPARTED,,BR06GG3479,,,,,,,2.08,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-21,ARV-20260821-0012,,DEPARTED,,DL01LAN4204,,,,,,,1.59,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-21,ARV-20260821-0011,,DEPARTED,,DL01LAQ1226,,,,,,,0.89,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_OIL,2026-08-21,ARV-20260821-0010,,DEPARTED,,DL01LAR7060,,,,,,,2.78,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-21,ARV-20260821-0009,,DEPARTED,,DL01LAN3959,,,,,,,1.56,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-21,ARV-20260821-0008,,DEPARTED,,DL01LAN4065,,,,,,,0.95,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_OIL,2026-08-21,ARV-20260821-0007,,DEPARTED,,DL01LAT3914,,,,,,,2.1,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_OIL,2026-08-21,ARV-20260821-0006,,DEPARTED,,DL01LAC8007,,,,,,,2.63,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_MART,2026-08-21,ARV-20260821-0005,,DEPARTED,,DL01MA6176,,,,,,,1.67,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-21,ARV-20260821-0004,,DEPARTED,,DL01LAR2914,,,,,,,1.14,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-21,ARV-20260821-0003,,DEPARTED,,DL01LAN3959,,,,,,,0.52,,0,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-21,ARV-20260821-0002,,DEPARTED,,DL01LAM0715,,,,,,,1.0,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-21,ARV-20260821-0001,,DEPARTED,,DL01LAM1528,,,,,,,1.28,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-20,ARV-20260820-0013,,DEPARTED,,DL01LAN3959,,,,,,,1.1,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_OIL,2026-08-20,ARV-20260820-0012,,DEPARTED,,HR69F9627,,,,,,,3.09,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_OIL,2026-08-20,ARV-20260820-0011,,DEPARTED,,HR67C8170,,,,,,,1.89,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_MART,2026-08-20,ARV-20260820-0010,,DEPARTED,,PB10HP1829,,,,,,,0.27,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-20,ARV-20260820-0009,,DEPARTED,,DL01LAN4204,,,,,,,0.99,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_MART,2026-08-20,ARV-20260820-0008,,DEPARTED,,NL01AJ2225,,,,,,,24.04,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_MART,2026-08-20,ARV-20260820-0007,,DEPARTED,,HR55BD5532,,,,,,,5.19,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_OIL,2026-08-20,ARV-20260820-0006,,DEPARTED,,PB13BN7274,,,,,,,4.09,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_MART,2026-08-20,ARV-20260820-0005,,DEPARTED,,HR63F7981,,,,,,,3.9,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,"JIVO_MART,JIVO_OIL",2026-08-20,ARV-20260820-0004,,DEPARTED,,PB13BN7674,,,,,,,5.95,,2,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_OIL,2026-08-20,ARV-20260820-0003,,DEPARTED,,HR69E9959,,,,,,,3.02,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-20,ARV-20260820-0002,,DEPARTED,,DL01LAR2914,,,,,,,20.11,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-20,ARV-20260820-0001,,DEPARTED,,DL01LAQ7967,,,,,,,1.48,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_OIL,2026-08-19,ARV-20260819-0025,,DEPARTED,,HR67E3663,,,,,,,1.57,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,"JIVO_BEVERAGES,JIVO_OIL",2026-08-19,ARV-20260819-0024,,DEPARTED,,PB30R3418,,,,,,,1.94,,2,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-19,ARV-20260819-0023,,DEPARTED,,DL01LAN3959,,,,,,,1.88,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-19,ARV-20260819-0022,,DEPARTED,,DL01LAN4204,,,,,,,1.77,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-19,ARV-20260819-0021,,DEPARTED,,DL01LAR2914,,,,,,,1.07,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_OIL,2026-08-19,ARV-20260819-0020,,DEPARTED,,HR69F8839,,,,,,,1.5,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-19,ARV-20260819-0019,,DEPARTED,,DL01LAM1528,,,,,,,2.54,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_MART,2026-08-19,ARV-20260819-0018,,DEPARTED,,UP84BT6517,,,,,,,27.25,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_OIL,2026-08-19,ARV-20260819-0017,,DEPARTED,,HR67E7648,,,,,,,4.21,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_MART,2026-08-19,ARV-20260819-0016,,DEPARTED,,RJ11GD4913,,,,,,,7.18,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,,2026-08-19..2026-08-30,,,,,,,,,,,,2.1,,200,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),"MEDIAN turnaround. mean 3.05 h, p90 5.71 h, max 27.2 h. 93 of 200 under 2 h. This endpoint returns ONLY the newest 200 arrivals and ignores from_date/to_date."
VEHICLE_TYPE,,,Truck,,,,,,,,,,,,,656,VERIFIED,"GET /vehicle-management/vehicles/ (group-wide master, NOT company-scoped)",675 vehicles on the master; only 263 were used for a dispatch Jun-Aug.
VEHICLE_TYPE,,,By Hand,,,,,,,,,,,,,6,VERIFIED,"GET /vehicle-management/vehicles/ (group-wide master, NOT company-scoped)",675 vehicles on the master; only 263 were used for a dispatch Jun-Aug.
VEHICLE_TYPE,,,Eco Van,,,,,,,,,,,,,6,VERIFIED,"GET /vehicle-management/vehicles/ (group-wide master, NOT company-scoped)",675 vehicles on the master; only 263 were used for a dispatch Jun-Aug.
VEHICLE_TYPE,,,Car,,,,,,,,,,,,,5,VERIFIED,"GET /vehicle-management/vehicles/ (group-wide master, NOT company-scoped)",675 vehicles on the master; only 263 were used for a dispatch Jun-Aug.
VEHICLE_TYPE,,,Bike,,,,,,,,,,,,,1,VERIFIED,"GET /vehicle-management/vehicles/ (group-wide master, NOT company-scoped)",675 vehicles on the master; only 263 were used for a dispatch Jun-Aug.
VEHICLE_TYPE,,,(blank),,,,,,,,,,,,,1,VERIFIED,"GET /vehicle-management/vehicles/ (group-wide master, NOT company-scoped)",675 vehicles on the master; only 263 were used for a dispatch Jun-Aug.
VEHICLE_CAPACITY,,,,,,,,,,,999.0,ton,,,,107,VERIFIED,GET /vehicle-management/vehicles/,"capacity_ton=999 is a SENTINEL for ""unknown/unlimited"" on 107 vehicles, not a real 999-tonne truck."
VEHICLE_CAPACITY,,,,,,,,,,,9.0,ton,,,,83,VERIFIED,GET /vehicle-management/vehicles/,
VEHICLE_CAPACITY,,,,,,,,,,,10.0,ton,,,,71,VERIFIED,GET /vehicle-management/vehicles/,
VEHICLE_CAPACITY,,,,,,,,,,,3.0,ton,,,,56,VERIFIED,GET /vehicle-management/vehicles/,
VEHICLE_CAPACITY,,,,,,,,,,,18.0,ton,,,,47,VERIFIED,GET /vehicle-management/vehicles/,
VEHICLE_CAPACITY,,,,,,,,,,,15.0,ton,,,,42,VERIFIED,GET /vehicle-management/vehicles/,
VEHICLE_CAPACITY,,,,,,,,,,,25.0,ton,,,,41,VERIFIED,GET /vehicle-management/vehicles/,
VEHICLE_CAPACITY,,,,,,,,,,,12.0,ton,,,,33,VERIFIED,GET /vehicle-management/vehicles/,
VEHICLE_CAPACITY,,,,,,,,,,,5.0,ton,,,,32,VERIFIED,GET /vehicle-management/vehicles/,
VEHICLE_CAPACITY,,,,,,,,,,,50.0,ton,,,,24,VERIFIED,GET /vehicle-management/vehicles/,
VEHICLE_CAPACITY,,,,,,,,,,,40.0,ton,,,,19,VERIFIED,GET /vehicle-management/vehicles/,
VEHICLE_CAPACITY,,,,,,,,,,,1.0,ton,,,,13,VERIFIED,GET /vehicle-management/vehicles/,
VEHICLE_CAPACITY,,,,,,,,,,,20.0,ton,,,,13,VERIFIED,GET /vehicle-management/vehicles/,
VEHICLE_CAPACITY,,,,,,,,,,,4.0,ton,,,,12,VERIFIED,GET /vehicle-management/vehicles/,
VEHICLE_UTILISATION,,,,,,,,,,,104,pct_of_nameplate,,,,1277,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1 joined to the vehicle master,"MEDIAN load as % of the trucks nameplate capacity_ton. mean 100%; 52% exceed nameplate, 6% run under half. Weighbridge net_weight present on 1,286 of 1,329 dockings."
TRANSPORTER,,,,,,,,Bhargave Road Carrier,,,,,1666629,,,451,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,"trucks dispatched Jun-Aug, all three companies"
TRANSPORTER,,,,,,,,Arnav Transport Service,,,,,2702116,,,380,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,"trucks dispatched Jun-Aug, all three companies"
TRANSPORTER,,,,,,,,Delhi Punjab,,,,,1793147,,,133,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,"trucks dispatched Jun-Aug, all three companies"
TRANSPORTER,,,,,,,,Abhiman Express,,,,,2597791,,,74,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,"trucks dispatched Jun-Aug, all three companies"
TRANSPORTER,,,,,,,,MAHAVIR TRANSPORT COMPANY,,,,,339688,,,64,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,"trucks dispatched Jun-Aug, all three companies"
TRANSPORTER,,,,,,,,PICK & SHIP,,,,,192461,,,47,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,"trucks dispatched Jun-Aug, all three companies"
TRANSPORTER,,,,,,,,Amazon Freight (ASSPL),,,,,806856,,,31,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,"trucks dispatched Jun-Aug, all three companies"
TRANSPORTER,,,,,,,,JIVO WELLNESS PVT LTD,,,,,594120,,,30,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,"trucks dispatched Jun-Aug, all three companies"
TRANSPORTER,,,,,,,,Amod Kumar Tpt.,,,,,139630,,,26,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,"trucks dispatched Jun-Aug, all three companies"
TRANSPORTER,,,,,,,,SELF VEHCILE,,,,,129344,,,21,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,"trucks dispatched Jun-Aug, all three companies"
TRANSPORTER,,,,,,,,Jivo Wellness,,,,,21892,,,18,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,"trucks dispatched Jun-Aug, all three companies"
TRANSPORTER,,,,,,,,Jivo,,,,,397180,,,16,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,"trucks dispatched Jun-Aug, all three companies"
TRANSPORTER,,,,,,,,Bombey Srinagar,,,,,135975,,,14,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,"trucks dispatched Jun-Aug, all three companies"
TRANSPORTER,,,,,,,,Baru Sahib Vehicle,,,,,8354,,,8,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,"trucks dispatched Jun-Aug, all three companies"
TRANSPORTER,,,,,,,,Air Trans,,,,,52842,,,6,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,"trucks dispatched Jun-Aug, all three companies"
TRANSPORTER,,,,,,,,RCM Logistics,,,,,52208,,,5,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,"trucks dispatched Jun-Aug, all three companies"
TRANSPORTER,,,,,,,,nile india,,,,,40019,,,4,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,"trucks dispatched Jun-Aug, all three companies"
TRANSPORTER,,,,,,,,ANSHIKA LOGISTICS,,,,,6,,,1,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,"trucks dispatched Jun-Aug, all three companies"
DESTINATION_STATE,JIVO_OIL,,,,,,,,PB,,,,1537742,,,108,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,Oil dockings Jun-Aug by place_of_supply
DESTINATION_STATE,JIVO_OIL,,,,,,,,DL,,,,660009,,,79,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,Oil dockings Jun-Aug by place_of_supply
DESTINATION_STATE,JIVO_OIL,,,,,,,,WB,,,,395904,,,8,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,Oil dockings Jun-Aug by place_of_supply
DESTINATION_STATE,JIVO_OIL,,,,,,,,UP,,,,243978,,,18,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,Oil dockings Jun-Aug by place_of_supply
DESTINATION_STATE,JIVO_OIL,,,,,,,,HR,,,,236731,,,48,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,Oil dockings Jun-Aug by place_of_supply
DESTINATION_STATE,JIVO_OIL,,,,,,,,KT,,,,64916,,,4,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,Oil dockings Jun-Aug by place_of_supply
DESTINATION_STATE,JIVO_OIL,,,,,,,,GJ,,,,59845,,,4,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,Oil dockings Jun-Aug by place_of_supply
DESTINATION_STATE,JIVO_OIL,,,,,,,,MH,,,,53493,,,6,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,Oil dockings Jun-Aug by place_of_supply
DESTINATION_STATE,JIVO_OIL,,,,,,,,TE,,,,47456,,,5,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,Oil dockings Jun-Aug by place_of_supply
DESTINATION_STATE,JIVO_OIL,,,,,,,,RJ,,,,34629,,,8,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,Oil dockings Jun-Aug by place_of_supply
