section,entity,metric,value,unit,period,source_endpoint,status,note
LABOUR_RUN,2026-08-01 / 6 Head / run3,supervisor,Ravi,name,2026-08-01,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-01 / 6 Head / run3,operator,Krishna,name,2026-08-01,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-01 / 6 Head / run4,labour_count,18,people,2026-08-01,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-01 / 6 Head / run4,other_manpower_count,0,people,2026-08-01,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-01 / 6 Head / run4,supervisor,Ravi,name,2026-08-01,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-01 / 6 Head / run4,operator,Krishna,name,2026-08-01,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-01 / 6 Head / run5,labour_count,18,people,2026-08-01,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-01 / 6 Head / run5,other_manpower_count,0,people,2026-08-01,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-01 / 6 Head / run5,supervisor,Ravi,name,2026-08-01,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-01 / 6 Head / run5,operator,Krishna,name,2026-08-01,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-01 / Clear Pack / run6,labour_count,17,people,2026-08-01,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-01 / Clear Pack / run6,other_manpower_count,0,people,2026-08-01,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-01 / Clear Pack / run6,supervisor,Ravi,name,2026-08-01,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-01 / Clear Pack / run6,operator,Rupesh,name,2026-08-01,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-01 / Clear Pack / run7,labour_count,18,people,2026-08-01,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-01 / Clear Pack / run7,other_manpower_count,0,people,2026-08-01,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-01 / Clear Pack / run7,supervisor,Ravi,name,2026-08-01,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-01 / Clear Pack / run7,operator,Rupesh,name,2026-08-01,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-01 / JP Machine / run1,labour_count,18,people,2026-08-01,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-01 / JP Machine / run1,other_manpower_count,0,people,2026-08-01,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-01 / JP Machine / run1,supervisor,Ravi,name,2026-08-01,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-01 / JP Machine / run1,operator,Sudesh pradhan,name,2026-08-01,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_DAY,2026-08-01,workers_on_site,124,people,2026-08-01,sum of run.labour_count,VERIFIED,
LABOUR_DAY,2026-08-01,lines_running,4,lines,2026-08-01,run.line_name distinct,VERIFIED,
LABOUR_DAY,2026-08-01,runs,7,runs,2026-08-01,GET /production-execution/runs/,VERIFIED,
LABOUR_DAY,2026-08-01,line_running_hours,151.8,hours,2026-08-01,run.total_running_minutes,VERIFIED,
LABOUR_DAY,2026-08-01,breakdown_minutes,63,minutes,2026-08-01,run.total_breakdown_time,VERIFIED,
LABOUR_DAY,2026-08-01,labour_cost_derived,80600,INR,2026-08-01,workers x LABOUR rate 650/day,INFERRED,exact match to app labour_cost on 08-27/29/30 (zero-production days)
LABOUR_DAY,2026-08-01,labour_cost_app,85909,INR,2026-08-01,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-01,labour_hours_app,7,hours,2026-08-01,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,placeholder-looking; runs all book hours_worked=1.00
LABOUR_DAY,2026-08-01,electricity_units,3773,kWh,2026-08-01,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-03,workers_on_site,158,people,2026-08-03,sum of run.labour_count,VERIFIED,
LABOUR_DAY,2026-08-03,lines_running,5,lines,2026-08-03,run.line_name distinct,VERIFIED,
LABOUR_DAY,2026-08-03,runs,10,runs,2026-08-03,GET /production-execution/runs/,VERIFIED,
LABOUR_DAY,2026-08-03,line_running_hours,38.6,hours,2026-08-03,run.total_running_minutes,VERIFIED,
LABOUR_DAY,2026-08-03,breakdown_minutes,33,minutes,2026-08-03,run.total_breakdown_time,VERIFIED,
LABOUR_DAY,2026-08-03,labour_cost_derived,102700,INR,2026-08-03,workers x LABOUR rate 650/day,INFERRED,exact match to app labour_cost on 08-27/29/30 (zero-production days)
LABOUR_DAY,2026-08-03,labour_cost_app,104050,INR,2026-08-03,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-03,labour_hours_app,9,hours,2026-08-03,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,placeholder-looking; runs all book hours_worked=1.00
LABOUR_DAY,2026-08-03,electricity_units,2120.5,kWh,2026-08-03,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-04,workers_on_site,117,people,2026-08-04,sum of run.labour_count,VERIFIED,
LABOUR_DAY,2026-08-04,lines_running,5,lines,2026-08-04,run.line_name distinct,VERIFIED,
LABOUR_DAY,2026-08-04,runs,7,runs,2026-08-04,GET /production-execution/runs/,VERIFIED,
LABOUR_DAY,2026-08-04,line_running_hours,34.8,hours,2026-08-04,run.total_running_minutes,VERIFIED,
LABOUR_DAY,2026-08-04,breakdown_minutes,147,minutes,2026-08-04,run.total_breakdown_time,VERIFIED,
LABOUR_DAY,2026-08-04,labour_cost_derived,76050,INR,2026-08-04,workers x LABOUR rate 650/day,INFERRED,exact match to app labour_cost on 08-27/29/30 (zero-production days)
LABOUR_DAY,2026-08-04,labour_cost_app,77266,INR,2026-08-04,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-04,labour_hours_app,7,hours,2026-08-04,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,placeholder-looking; runs all book hours_worked=1.00
LABOUR_DAY,2026-08-04,electricity_units,844.2,kWh,2026-08-04,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-05,workers_on_site,113,people,2026-08-05,sum of run.labour_count,VERIFIED,
LABOUR_DAY,2026-08-05,lines_running,5,lines,2026-08-05,run.line_name distinct,VERIFIED,
LABOUR_DAY,2026-08-05,runs,7,runs,2026-08-05,GET /production-execution/runs/,VERIFIED,
LABOUR_DAY,2026-08-05,line_running_hours,41.3,hours,2026-08-05,run.total_running_minutes,VERIFIED,
LABOUR_DAY,2026-08-05,breakdown_minutes,79,minutes,2026-08-05,run.total_breakdown_time,VERIFIED,
LABOUR_DAY,2026-08-05,labour_cost_derived,73450,INR,2026-08-05,workers x LABOUR rate 650/day,INFERRED,exact match to app labour_cost on 08-27/29/30 (zero-production days)
LABOUR_DAY,2026-08-05,labour_cost_app,74893,INR,2026-08-05,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-05,labour_hours_app,7,hours,2026-08-05,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,placeholder-looking; runs all book hours_worked=1.00
LABOUR_DAY,2026-08-05,electricity_units,1134,kWh,2026-08-05,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-06,workers_on_site,119,people,2026-08-06,sum of run.labour_count,VERIFIED,
LABOUR_DAY,2026-08-06,lines_running,5,lines,2026-08-06,run.line_name distinct,VERIFIED,
LABOUR_DAY,2026-08-06,runs,7,runs,2026-08-06,GET /production-execution/runs/,VERIFIED,
LABOUR_DAY,2026-08-06,line_running_hours,41.4,hours,2026-08-06,run.total_running_minutes,VERIFIED,
LABOUR_DAY,2026-08-06,breakdown_minutes,324,minutes,2026-08-06,run.total_breakdown_time,VERIFIED,
LABOUR_DAY,2026-08-06,labour_cost_derived,77350,INR,2026-08-06,workers x LABOUR rate 650/day,INFERRED,exact match to app labour_cost on 08-27/29/30 (zero-production days)
LABOUR_DAY,2026-08-06,labour_cost_app,78796,INR,2026-08-06,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-06,labour_hours_app,7,hours,2026-08-06,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,placeholder-looking; runs all book hours_worked=1.00
LABOUR_DAY,2026-08-06,electricity_units,1225,kWh,2026-08-06,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-07,workers_on_site,89,people,2026-08-07,sum of run.labour_count,VERIFIED,
LABOUR_DAY,2026-08-07,lines_running,4,lines,2026-08-07,run.line_name distinct,VERIFIED,
LABOUR_DAY,2026-08-07,runs,6,runs,2026-08-07,GET /production-execution/runs/,VERIFIED,
LABOUR_DAY,2026-08-07,line_running_hours,37.9,hours,2026-08-07,run.total_running_minutes,VERIFIED,
LABOUR_DAY,2026-08-07,breakdown_minutes,103,minutes,2026-08-07,run.total_breakdown_time,VERIFIED,
LABOUR_DAY,2026-08-07,labour_cost_derived,57850,INR,2026-08-07,workers x LABOUR rate 650/day,INFERRED,exact match to app labour_cost on 08-27/29/30 (zero-production days)
LABOUR_DAY,2026-08-07,labour_cost_app,59174,INR,2026-08-07,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-07,labour_hours_app,5,hours,2026-08-07,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,placeholder-looking; runs all book hours_worked=1.00
LABOUR_DAY,2026-08-07,electricity_units,734.8,kWh,2026-08-07,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-08,workers_on_site,53,people,2026-08-08,sum of run.labour_count,VERIFIED,
LABOUR_DAY,2026-08-08,lines_running,3,lines,2026-08-08,run.line_name distinct,VERIFIED,
LABOUR_DAY,2026-08-08,runs,3,runs,2026-08-08,GET /production-execution/runs/,VERIFIED,
LABOUR_DAY,2026-08-08,line_running_hours,22.9,hours,2026-08-08,run.total_running_minutes,VERIFIED,
LABOUR_DAY,2026-08-08,breakdown_minutes,0,minutes,2026-08-08,run.total_breakdown_time,VERIFIED,
LABOUR_DAY,2026-08-08,labour_cost_derived,34450,INR,2026-08-08,workers x LABOUR rate 650/day,INFERRED,exact match to app labour_cost on 08-27/29/30 (zero-production days)
LABOUR_DAY,2026-08-08,labour_cost_app,35250,INR,2026-08-08,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-08,labour_hours_app,3,hours,2026-08-08,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,placeholder-looking; runs all book hours_worked=1.00
LABOUR_DAY,2026-08-08,electricity_units,674.9,kWh,2026-08-08,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-10,workers_on_site,71,people,2026-08-10,sum of run.labour_count,VERIFIED,
LABOUR_DAY,2026-08-10,lines_running,4,lines,2026-08-10,run.line_name distinct,VERIFIED,
LABOUR_DAY,2026-08-10,runs,5,runs,2026-08-10,GET /production-execution/runs/,VERIFIED,
LABOUR_DAY,2026-08-10,line_running_hours,30.5,hours,2026-08-10,run.total_running_minutes,VERIFIED,
LABOUR_DAY,2026-08-10,breakdown_minutes,93,minutes,2026-08-10,run.total_breakdown_time,VERIFIED,
LABOUR_DAY,2026-08-10,labour_cost_derived,46150,INR,2026-08-10,workers x LABOUR rate 650/day,INFERRED,exact match to app labour_cost on 08-27/29/30 (zero-production days)
LABOUR_DAY,2026-08-10,labour_cost_app,47215,INR,2026-08-10,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-10,labour_hours_app,4,hours,2026-08-10,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,placeholder-looking; runs all book hours_worked=1.00
LABOUR_DAY,2026-08-10,electricity_units,655,kWh,2026-08-10,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-11,workers_on_site,106,people,2026-08-11,sum of run.labour_count,VERIFIED,
LABOUR_DAY,2026-08-11,lines_running,4,lines,2026-08-11,run.line_name distinct,VERIFIED,
LABOUR_DAY,2026-08-11,runs,6,runs,2026-08-11,GET /production-execution/runs/,VERIFIED,
LABOUR_DAY,2026-08-11,line_running_hours,31.6,hours,2026-08-11,run.total_running_minutes,VERIFIED,
LABOUR_DAY,2026-08-11,breakdown_minutes,755,minutes,2026-08-11,run.total_breakdown_time,VERIFIED,
LABOUR_DAY,2026-08-11,labour_cost_derived,68900,INR,2026-08-11,workers x LABOUR rate 650/day,INFERRED,exact match to app labour_cost on 08-27/29/30 (zero-production days)
LABOUR_DAY,2026-08-11,labour_cost_app,70004,INR,2026-08-11,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-11,labour_hours_app,6,hours,2026-08-11,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,placeholder-looking; runs all book hours_worked=1.00
LABOUR_DAY,2026-08-11,electricity_units,975,kWh,2026-08-11,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-12,workers_on_site,89,people,2026-08-12,sum of run.labour_count,VERIFIED,
LABOUR_DAY,2026-08-12,lines_running,4,lines,2026-08-12,run.line_name distinct,VERIFIED,
LABOUR_DAY,2026-08-12,runs,5,runs,2026-08-12,GET /production-execution/runs/,VERIFIED,
LABOUR_DAY,2026-08-12,line_running_hours,36.1,hours,2026-08-12,run.total_running_minutes,VERIFIED,
LABOUR_DAY,2026-08-12,breakdown_minutes,47,minutes,2026-08-12,run.total_breakdown_time,VERIFIED,
LABOUR_DAY,2026-08-12,labour_cost_derived,57850,INR,2026-08-12,workers x LABOUR rate 650/day,INFERRED,exact match to app labour_cost on 08-27/29/30 (zero-production days)
LABOUR_DAY,2026-08-12,labour_cost_app,59113,INR,2026-08-12,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-12,labour_hours_app,5,hours,2026-08-12,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,placeholder-looking; runs all book hours_worked=1.00
LABOUR_DAY,2026-08-12,electricity_units,1135,kWh,2026-08-12,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-13,workers_on_site,89,people,2026-08-13,sum of run.labour_count,VERIFIED,
LABOUR_DAY,2026-08-13,lines_running,4,lines,2026-08-13,run.line_name distinct,VERIFIED,
LABOUR_DAY,2026-08-13,runs,5,runs,2026-08-13,GET /production-execution/runs/,VERIFIED,
LABOUR_DAY,2026-08-13,line_running_hours,37.2,hours,2026-08-13,run.total_running_minutes,VERIFIED,
LABOUR_DAY,2026-08-13,breakdown_minutes,0,minutes,2026-08-13,run.total_breakdown_time,VERIFIED,
LABOUR_DAY,2026-08-13,labour_cost_derived,57850,INR,2026-08-13,workers x LABOUR rate 650/day,INFERRED,exact match to app labour_cost on 08-27/29/30 (zero-production days)
LABOUR_DAY,2026-08-13,labour_cost_app,59152,INR,2026-08-13,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-13,labour_hours_app,5,hours,2026-08-13,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,placeholder-looking; runs all book hours_worked=1.00
LABOUR_DAY,2026-08-13,electricity_units,1008.75,kWh,2026-08-13,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-14,workers_on_site,65,people,2026-08-14,sum of run.labour_count,VERIFIED,
LABOUR_DAY,2026-08-14,lines_running,4,lines,2026-08-14,run.line_name distinct,VERIFIED,
LABOUR_DAY,2026-08-14,runs,4,runs,2026-08-14,GET /production-execution/runs/,VERIFIED,
LABOUR_DAY,2026-08-14,line_running_hours,50.1,hours,2026-08-14,run.total_running_minutes,VERIFIED,
LABOUR_DAY,2026-08-14,breakdown_minutes,0,minutes,2026-08-14,run.total_breakdown_time,VERIFIED,
LABOUR_DAY,2026-08-14,labour_cost_derived,42250,INR,2026-08-14,workers x LABOUR rate 650/day,INFERRED,exact match to app labour_cost on 08-27/29/30 (zero-production days)
LABOUR_DAY,2026-08-14,labour_cost_app,44001,INR,2026-08-14,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-14,labour_hours_app,4,hours,2026-08-14,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,placeholder-looking; runs all book hours_worked=1.00
LABOUR_DAY,2026-08-14,electricity_units,917,kWh,2026-08-14,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-17,workers_on_site,54,people,2026-08-17,sum of run.labour_count,VERIFIED,excludes 1000 from a 1000-worker typo
LABOUR_DAY,2026-08-17,lines_running,4,lines,2026-08-17,run.line_name distinct,VERIFIED,
LABOUR_DAY,2026-08-17,runs,4,runs,2026-08-17,GET /production-execution/runs/,VERIFIED,
LABOUR_DAY,2026-08-17,line_running_hours,48.9,hours,2026-08-17,run.total_running_minutes,VERIFIED,
LABOUR_DAY,2026-08-17,breakdown_minutes,0,minutes,2026-08-17,run.total_breakdown_time,VERIFIED,
LABOUR_DAY,2026-08-17,labour_cost_derived,35100,INR,2026-08-17,workers x LABOUR rate 650/day,INFERRED,exact match to app labour_cost on 08-27/29/30 (zero-production days)
LABOUR_DAY,2026-08-17,labour_cost_app,686810,INR,2026-08-17,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,OUTLIER - driven by the 1000-worker typo
LABOUR_DAY,2026-08-17,labour_hours_app,4,hours,2026-08-17,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,placeholder-looking; runs all book hours_worked=1.00
LABOUR_DAY,2026-08-17,electricity_units,440,kWh,2026-08-17,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-18,workers_on_site,102,people,2026-08-18,sum of run.labour_count,VERIFIED,
LABOUR_DAY,2026-08-18,lines_running,5,lines,2026-08-18,run.line_name distinct,VERIFIED,
LABOUR_DAY,2026-08-18,runs,7,runs,2026-08-18,GET /production-execution/runs/,VERIFIED,
LABOUR_DAY,2026-08-18,line_running_hours,54.0,hours,2026-08-18,run.total_running_minutes,VERIFIED,
LABOUR_DAY,2026-08-18,breakdown_minutes,0,minutes,2026-08-18,run.total_breakdown_time,VERIFIED,
LABOUR_DAY,2026-08-18,labour_cost_derived,66300,INR,2026-08-18,workers x LABOUR rate 650/day,INFERRED,exact match to app labour_cost on 08-27/29/30 (zero-production days)
LABOUR_DAY,2026-08-18,labour_cost_app,68187,INR,2026-08-18,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-18,labour_hours_app,6,hours,2026-08-18,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,placeholder-looking; runs all book hours_worked=1.00
LABOUR_DAY,2026-08-18,electricity_units,445.2,kWh,2026-08-18,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-19,workers_on_site,97,people,2026-08-19,sum of run.labour_count,VERIFIED,
LABOUR_DAY,2026-08-19,lines_running,5,lines,2026-08-19,run.line_name distinct,VERIFIED,
LABOUR_DAY,2026-08-19,runs,6,runs,2026-08-19,GET /production-execution/runs/,VERIFIED,
LABOUR_DAY,2026-08-19,line_running_hours,50.9,hours,2026-08-19,run.total_running_minutes,VERIFIED,
LABOUR_DAY,2026-08-19,breakdown_minutes,0,minutes,2026-08-19,run.total_breakdown_time,VERIFIED,
LABOUR_DAY,2026-08-19,labour_cost_derived,63050,INR,2026-08-19,workers x LABOUR rate 650/day,INFERRED,exact match to app labour_cost on 08-27/29/30 (zero-production days)
LABOUR_DAY,2026-08-19,labour_cost_app,64829,INR,2026-08-19,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-19,labour_hours_app,6,hours,2026-08-19,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,placeholder-looking; runs all book hours_worked=1.00
LABOUR_DAY,2026-08-19,electricity_units,574.8,kWh,2026-08-19,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-20,workers_on_site,72,people,2026-08-20,sum of run.labour_count,VERIFIED,
LABOUR_DAY,2026-08-20,lines_running,4,lines,2026-08-20,run.line_name distinct,VERIFIED,
LABOUR_DAY,2026-08-20,runs,4,runs,2026-08-20,GET /production-execution/runs/,VERIFIED,
LABOUR_DAY,2026-08-20,line_running_hours,103.2,hours,2026-08-20,run.total_running_minutes,VERIFIED,
LABOUR_DAY,2026-08-20,breakdown_minutes,0,minutes,2026-08-20,run.total_breakdown_time,VERIFIED,
LABOUR_DAY,2026-08-20,labour_cost_derived,46800,INR,2026-08-20,workers x LABOUR rate 650/day,INFERRED,exact match to app labour_cost on 08-27/29/30 (zero-production days)
LABOUR_DAY,2026-08-20,labour_cost_app,50407,INR,2026-08-20,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-20,labour_hours_app,4,hours,2026-08-20,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,placeholder-looking; runs all book hours_worked=1.00
LABOUR_DAY,2026-08-20,electricity_units,837,kWh,2026-08-20,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-21,workers_on_site,72,people,2026-08-21,sum of run.labour_count,VERIFIED,
LABOUR_DAY,2026-08-21,lines_running,4,lines,2026-08-21,run.line_name distinct,VERIFIED,
LABOUR_DAY,2026-08-21,runs,4,runs,2026-08-21,GET /production-execution/runs/,VERIFIED,
LABOUR_DAY,2026-08-21,line_running_hours,95.4,hours,2026-08-21,run.total_running_minutes,VERIFIED,
LABOUR_DAY,2026-08-21,breakdown_minutes,0,minutes,2026-08-21,run.total_breakdown_time,VERIFIED,
LABOUR_DAY,2026-08-21,labour_cost_derived,46800,INR,2026-08-21,workers x LABOUR rate 650/day,INFERRED,exact match to app labour_cost on 08-27/29/30 (zero-production days)
LABOUR_DAY,2026-08-21,labour_cost_app,50136,INR,2026-08-21,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-21,labour_hours_app,4,hours,2026-08-21,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,placeholder-looking; runs all book hours_worked=1.00
LABOUR_DAY,2026-08-21,electricity_units,885,kWh,2026-08-21,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-22,workers_on_site,90,people,2026-08-22,sum of run.labour_count,VERIFIED,
LABOUR_DAY,2026-08-22,lines_running,4,lines,2026-08-22,run.line_name distinct,VERIFIED,
LABOUR_DAY,2026-08-22,runs,5,runs,2026-08-22,GET /production-execution/runs/,VERIFIED,
LABOUR_DAY,2026-08-22,line_running_hours,99.3,hours,2026-08-22,run.total_running_minutes,VERIFIED,
LABOUR_DAY,2026-08-22,breakdown_minutes,0,minutes,2026-08-22,run.total_breakdown_time,VERIFIED,
LABOUR_DAY,2026-08-22,labour_cost_derived,58500,INR,2026-08-22,workers x LABOUR rate 650/day,INFERRED,exact match to app labour_cost on 08-27/29/30 (zero-production days)
LABOUR_DAY,2026-08-22,labour_cost_app,61971,INR,2026-08-22,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-22,labour_hours_app,5,hours,2026-08-22,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,placeholder-looking; runs all book hours_worked=1.00
LABOUR_DAY,2026-08-22,electricity_units,476.25,kWh,2026-08-22,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-24,workers_on_site,72,people,2026-08-24,sum of run.labour_count,VERIFIED,
LABOUR_DAY,2026-08-24,lines_running,4,lines,2026-08-24,run.line_name distinct,VERIFIED,
LABOUR_DAY,2026-08-24,runs,4,runs,2026-08-24,GET /production-execution/runs/,VERIFIED,
LABOUR_DAY,2026-08-24,line_running_hours,40.0,hours,2026-08-24,run.total_running_minutes,VERIFIED,
LABOUR_DAY,2026-08-24,breakdown_minutes,0,minutes,2026-08-24,run.total_breakdown_time,VERIFIED,
LABOUR_DAY,2026-08-24,labour_cost_derived,46800,INR,2026-08-24,workers x LABOUR rate 650/day,INFERRED,exact match to app labour_cost on 08-27/29/30 (zero-production days)
LABOUR_DAY,2026-08-24,labour_cost_app,48199,INR,2026-08-24,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-24,labour_hours_app,4,hours,2026-08-24,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,placeholder-looking; runs all book hours_worked=1.00
LABOUR_DAY,2026-08-24,electricity_units,895,kWh,2026-08-24,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-25,workers_on_site,170,people,2026-08-25,sum of run.labour_count,VERIFIED,
LABOUR_DAY,2026-08-25,lines_running,5,lines,2026-08-25,run.line_name distinct,VERIFIED,
LABOUR_DAY,2026-08-25,runs,10,runs,2026-08-25,GET /production-execution/runs/,VERIFIED,
LABOUR_DAY,2026-08-25,line_running_hours,36.1,hours,2026-08-25,run.total_running_minutes,VERIFIED,
LABOUR_DAY,2026-08-25,breakdown_minutes,0,minutes,2026-08-25,run.total_breakdown_time,VERIFIED,
LABOUR_DAY,2026-08-25,labour_cost_derived,110500,INR,2026-08-25,workers x LABOUR rate 650/day,INFERRED,exact match to app labour_cost on 08-27/29/30 (zero-production days)
LABOUR_DAY,2026-08-25,labour_cost_app,111761,INR,2026-08-25,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-25,labour_hours_app,10,hours,2026-08-25,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,placeholder-looking; runs all book hours_worked=1.00
LABOUR_DAY,2026-08-25,electricity_units,1272,kWh,2026-08-25,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-26,workers_on_site,90,people,2026-08-26,sum of run.labour_count,VERIFIED,
LABOUR_DAY,2026-08-26,lines_running,4,lines,2026-08-26,run.line_name distinct,VERIFIED,
LABOUR_DAY,2026-08-26,runs,5,runs,2026-08-26,GET /production-execution/runs/,VERIFIED,
LABOUR_DAY,2026-08-26,line_running_hours,5.9,hours,2026-08-26,run.total_running_minutes,VERIFIED,
LABOUR_DAY,2026-08-26,breakdown_minutes,0,minutes,2026-08-26,run.total_breakdown_time,VERIFIED,
LABOUR_DAY,2026-08-26,labour_cost_derived,58500,INR,2026-08-26,workers x LABOUR rate 650/day,INFERRED,exact match to app labour_cost on 08-27/29/30 (zero-production days)
LABOUR_DAY,2026-08-26,labour_cost_app,58706,INR,2026-08-26,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-26,labour_hours_app,5,hours,2026-08-26,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,placeholder-looking; runs all book hours_worked=1.00
LABOUR_DAY,2026-08-26,electricity_units,0,kWh,2026-08-26,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-27,workers_on_site,72,people,2026-08-27,sum of run.labour_count,VERIFIED,
