grain,source_endpoint,plan_month,month_label,month_absid,upload_id,version,is_latest,uploaded_by,uploaded_at,source_file,source_row,row_id,item_code,sap_item_exists,sap_item_name,sap_u_sub_group,sap_u_type,sap_u_variety,sap_inventory_uom,sap_qty_on_stock,brand,head,category,sub_category,sku,per_ltrs,ltrs_per_box,case_pack,commodity_monthly,commodity_w1,commodity_w2,commodity_w3,commodity_w4,premium_monthly,premium_w1,premium_w2,premium_w3,premium_w4,ecom_planning,monthly_planning,total_planning,quantity
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,111,108,FG0000295,YES,MUSTARD KACHI GHANI 4 LTR 5 PCS,MUSTARD,COMMODITY,MUSTARD KACCHI GHANI,PCS,43,JIVO,COMMODITY,MUSTARD,JIVO MUSTARD,MUSTARD KACHI GHANI 4 LTR 5 PCS,4.000,20.000,5.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,161,158,FG0000296,YES,SUNFLOWER 4 LTR 5 PCS,SUNFLOWER,COMMODITY,REFINED,PCS,17,JIVO,COMMODITY,SUNFLOWER,JIVO SUNFLOWER,SUNFLOWER 4 LTR 5 PCS,4.000,20.000,5.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,142,139,FG0000299,YES,SOYABEAN OIL 700 GMS POUCH 12 PCS,SOYABEAN,COMMODITY,REFINED,PCS,987,JIVO,COMMODITY,SOYABEAN,JIVO SOYABEAN,SOYABEAN OIL 700 GMS POUCH 12 PCS,0.700,9.240,12.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,150,147,FG0000300,YES,SOYABEAN OIL 770 GMS POUCH 12 PCS,SOYABEAN,COMMODITY,REFINED,PCS,40,JIVO,COMMODITY,SOYABEAN,JIVO SOYABEAN,SOYABEAN OIL 770 GMS POUCH 12 PCS,0.770,9.240,12.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,101,98,FG0000305,YES,JAITOON OIL 5 LTR 4 PCS,OLIVE,PREMIUM,JAITOON OIL,PCS,6,JIVO,OTHER PREMIUM,JAITUN,JIVO JAITUN,JAITOON OIL 5 LTR 4 PCS,5.000,20.000,4.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,131,128,FG0000307,YES,POMACE OLIVE 1 LTR 16 PCS HANNA,OLIVE,PREMIUM,POMACE,PCS,542,HANNA,PREMIUM,POMACE,JIVO POMACE,POMACE OLIVE 1 LTR 16 PCS HANNA,1.000,16.000,16.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,148,145,FG0000316,YES,SOYABEAN OIL 13 KGS (B),SOYABEAN,COMMODITY,REFINED,PCS,113,JIVO,COMMODITY,SOYABEAN,JIVO SOYABEAN,SOYABEAN OIL 13 KGS (B),14.290,14.290,1.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,185,182,FG0000318,YES,KIRPA DESI GHEE 1 LTR 12 PCS,GHEE,PREMIUM,DESI GHEE,PCS,128,KIRPA,PREMIUM,GHEE,GHEE,KIRPA DESI GHEE 1 LTR 12 PCS,1.000,12.000,12.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,39,36,FG0000319,YES,KIRPA DESI GHEE 500 MLS 16 PCS,GHEE,PREMIUM,DESI GHEE,PCS,2682,KIRPA,PREMIUM,GHEE,GHEE,KIRPA DESI GHEE 500 MLS 16 PCS,0.500,8.000,16.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,171,168,FG0000320,YES,YELLOW MUSTARD OIL 1 LTR 16 PCS,MUSTARD,PREMIUM,YELLOW MUSTARD,PCS,2277,JIVO,PREMIUM,MUSTARD,MUSTARD,YELLOW MUSTARD OIL 1 LTR 16 PCS,1.000,16.000,16.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,129,126,FG0000322,YES,LE CHEF POMACE  1 LTR 16 PCS,OLIVE,PREMIUM,POMACE,PCS,3088,LE CHEF,PREMIUM,POMACE,LECHEF POMACE,LE CHEF POMACE 1 LTR 16 PCS,1.000,16.000,16.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,90,87,FG0000323,YES,LE CHEF EXTRA VIRGIN  1 LTR 16 PCS,OLIVE,PREMIUM,EXTRA VIRGIN,PCS,0,LE CHEF,PREMIUM,EXTRA VIRGIN,LECHEF EXTRA VIRGIN,LE CHEF EXTRA VIRGIN 1 LTR 16 PCS,1.000,16.000,16.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,164,161,FG0000329,YES,VEDAKA SUNFLOWER OIL 1 LTR 16 PCS,SUNFLOWER,COMMODITY,COLD PRESS,PCS,0,VEDAKA,COMMODITY,SUNFLOWER,VEDAKA SUNFLOWER,VEDAKA SUNFLOWER OIL 1 LTR 16 PCS,1.000,16.000,16.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,116,113,FG0000330,YES,VEDAKA COLD PRESSED MUSTARD OIL 1 LTR 16 PCS,MUSTARD,COMMODITY,MUSTARD KACCHI GHANI,PCS,0,VEDAKA,COMMODITY,MUSTARD,VEDAKA MUSTARD,VEDAKA COLD PRESSED MUSTARD OIL 1 LTR 16 PCS,1.000,16.000,16.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,98,95,FG0000331,YES,VEDAKA WOOD PRESSED PEANUT OIL 1 LTR 16 PCS,GROUNDNUT,PREMIUM,COLD PRESS,PCS,0,VEDAKA,PREMIUM,GROUNDNUT,VEDAKA PEANUT,VEDAKA WOOD PRESSED PEANUT OIL 1 LTR 16 PCS,1.000,16.000,16.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,163,160,FG0000332,YES,VEDAKA SUNFLOWER 5 LTR 4 PCS,SUNFLOWER,COMMODITY,COLD PRESS,PCS,32,VEDAKA,COMMODITY,SUNFLOWER,VEDAKA SUNFLOWER,VEDAKA SUNFLOWER 5 LTR 4 PCS,5.000,20.000,4.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,115,112,FG0000333,YES,VEDAKA COLD PRESSED MUSTARD OIL 5 LTR 4 PCS,MUSTARD,COMMODITY,MUSTARD KACCHI GHANI,PCS,0,VEDAKA,COMMODITY,MUSTARD,VEDAKA MUSTARD,VEDAKA COLD PRESSED MUSTARD OIL 5 LTR 4 PCS,5.000,20.000,4.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,99,96,FG0000334,YES,VEDAKA WOOD PRESSED PEANUT OIL 5 LTR 4 PCS,GROUNDNUT,PREMIUM,COLD PRESS,PCS,4,VEDAKA,PREMIUM,GROUNDNUT,VEDAKA PEANUT,VEDAKA WOOD PRESSED PEANUT OIL 5 LTR 4 PCS,5.000,20.000,4.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,119,116,FG0000335,YES,VEDAKA COLD PRESSED MUSTARD OIL 2 LTR 8 PCS,MUSTARD,COMMODITY,MUSTARD KACCHI GHANI,,0,VEDAKA,COMMODITY,MUSTARD,VEDAKA MUSTARD,VEDAKA COLD PRESSED MUSTARD OIL 2 LTR 8 PCS,2.000,16.000,8.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,152,149,FG0000343,YES,SOYABEAN 4 LTR 5 PCS,SOYABEAN,COMMODITY,REFINED,PCS,0,JIVO,COMMODITY,SOYABEAN,JIVO SOYABEAN,SOYABEAN 4 LTR 5 PCS,4.000,20.000,5.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,135,132,FG0000348,YES,RICE BRAN OIL 4 LTR 5 PCS,RICE BRAN,COMMODITY,REFINED,PCS,634,JIVO,COMMODITY,RICE BRAN,JIVO RICE BRAN,RICE BRAN OIL 4 LTR 5 PCS,4.000,20.000,5.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,80,77,FG0000353,YES,EXTRA VIRGIN COCONUT OIL 15 LTR,COCONUT,PREMIUM,COCONUT,PCS,34,JIVO,PREMIUM,COCONUT,EV COCONUT,EXTRA VIRGIN COCONUT OIL 15 LTR,15.000,15.000,1.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,139,136,FG0000354,YES,SESAME OIL 15 LTR,SESAME,PREMIUM,SESAME,PCS,0,JIVO,OTHER PREMIUM,SESAME,SESAME,SESAME OIL 15 LTR,15.000,15.000,1.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,141,138,FG0000359,YES,SOYABEAN OIL 750 GMS 12 PCS POUCH,SOYABEAN,COMMODITY,REFINED,PCS,10429,JIVO,COMMODITY,SOYABEAN,JIVO SOYABEAN,SOYABEAN OIL 750 GMS 12 PCS POUCH,0.750,9.000,12.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,94,91,FG0000364,YES,LA RASOI DESI GHEE A2 1 LTR 9 PCS,GHEE,PREMIUM,DESI GHEE A2,PCS,0,LA RASOI,PREMIUM,GHEE,LA RASOI GHEE,LA RASOI DESI GHEE A2 1 LTR 9 PCS,1.000,9.000,9.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,126,123,FG0000365,YES,LA RASOI POMACE OLIVE OIL 2 LTR 10 PCS HANDLE,OLIVE,PREMIUM,POMACE,PCS,0,LA RASOI,PREMIUM,POMACE,LA RASOI POMACE,LA RASOI POMACE OLIVE OIL 2 LTR 10 PCS HANDLE,2.000,20.000,10.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,88,85,FG0000371,YES,EXTRA VIRGIN OLIVE 3 LTR TIN 6 PCS,OLIVE,PREMIUM,EXTRA VIRGIN,PCS,0,JIVO,PREMIUM,EXTRA VIRGIN,EXTRA VIRGIN,EXTRA VIRGIN OLIVE 3 LTR TIN 6 PCS,3.000,18.000,6.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,66,63,FG0000373,YES,EXTRA VIRGIN CANOLA OIL 3 LTR TIN 3 PCS,CANOLA,PREMIUM,EXTRA VIRGIN,PCS,0,JIVO,PREMIUM,CANOLA,JIVO CANOLA,COLD PRESS 3 LTR TIN 6 PCS,3.000,18.000,6.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,54,51,FG0000375,YES,SO OLIVE OIL 5LTR TIN 4 PCS,BLENDED,PREMIUM,OLIVE,PCS,0,SO OLIVE,OTHER PREMIUM,BLENDED,SO OLIVE,SO OLIVE OIL 5 LTR 4 PCS,5.000,20.000,4.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,89,86,FG0000377,YES,ILAHI EXTRA VIRGIN OLIVE 1 LTR 12 PCS,OLIVE,PREMIUM,EXTRA VIRGIN,PCS,156,ILAHI,PREMIUM,EXTRA VIRGIN,ILAHI EXTRA VIRGIN,ILAHI EXTRA VIRGIN OLIVE 1 LTR 12 PCS,1.000,12.000,16.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,128,125,FG0000378,YES,ILAHI POMACE OLIVE 1 LTR 12 PCS,OLIVE,PREMIUM,POMACE,PCS,0,ILAHI,PREMIUM,POMACE,ILAHI POMACE,ILAHI POMACE OLIVE 1 LTR 16 PCS,1.000,16.000,16.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,77,74,FG0000383,YES,REFINED OIL 13 KG,CANOLA,PREMIUM,REFINED,PCS,4,JIVO,PREMIUM,CANOLA,JIVO CANOLA,REFINED OIL 13 KG,14.300,14.300,1.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,85,82,FG0000384,YES,SANO EXTRA VIRGIN 1 LTR 16 PCS,OLIVE,PREMIUM,EXTRA VIRGIN,PCS,0,SANO,PREMIUM,EV,SANO EXTRA VIRGIN,SANO EXTRA VIRGIN 1 LTR 16 PCS,1.000,16.000,16.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,93,90,FG0000385,YES,EXTRA VIRGIN PREMIUM OLIVE 1 LTR 12 PCS,EXTRA VIRGIN,PREMIUM,OLIVE,PCS,0,JIVO,PREMIUM,EXTRA VIRGIN,EXTRA VIRGIN,EXTRA VIRGIN PREMIUM OLIVE 1 LTR 12PCS,1.000,12.000,12.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,100,97,FG0000390,YES,COLD PRESS GROUNDNUT OIL 200 MLS 36 PCS,GROUNDNUT,PREMIUM,COLD PRESS,PCS,0,JIVO,OTHER PREMIUM,GROUNDNUT,JIVO GROUNDNUT,COLD PRESS GROUNDNUT OIL 200 MLS 36 PCS,0.200,7.200,36.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,140,137,FG0000391,YES,SESAME OIL 1 LTR 20 PCS + JEERA 100 GMS SHRINKED,SESAME,COMMODITY,SESAME,PCS,0,JIVO,OTHER PREMIUM,SESAME,SESAME,SESAME OIL 1 LTR 20 PCS + JEERA 100 GMS SHRINKED,1.000,20.000,20.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,97,94,FG0000392,YES,COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS + JEERA 100 GMS SHRINKED,GROUNDNUT,PREMIUM,COLD PRESS,PCS,0,JIVO,OTHER PREMIUM,GROUNDNUT,JIVO GROUNDNUT,COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS + JEERA 100 GMS SHRINKED,1.000,16.000,16.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,113,110,FG0000393,YES,YELLOW MUSTARD OIL 1 LTR 20 PCS + JEERA 100 GMS SHRINKED,MUSTARD,COMMODITY,YELLOW MUSTARD,PCS,0,JIVO,OTHER PREMIUM,MUSTARD,YELLOW MUSTARD,YELLOW MUSTARD OIL 1 LTR 20 PCS + JEERA 100 GMS SHRINKED,1.000,20.000,20.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,35,32,FG0000394,YES,JIVO POMACE OLIVE OIL 1 LTR 16 PCS ( CSD ),OLIVE,PREMIUM,POMACE,PCS,3,JIVO,PREMIUM,CSD,POMACE,JIVO POMACE OLIVE OIL 1 LTR 16 PCS ( CSD ),1.000,24.000,24.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,28,25,FG0000395,YES,JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD ),COCONUT,PREMIUM,EXTRA VIRGIN,PCS,0,JIVO,PREMIUM,CSD,EXTRA VIRGIN,JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD ),1.000,16.000,16.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,29,26,FG0000396,YES,JIVO EXTRA VIRGIN OLIVE OIL 1 LTR 16 PCS ( CSD ),OLIVE,PREMIUM,EXTRA VIRGIN,PCS,0,JIVO,PREMIUM,CSD,EXTRA VIRGIN,JIVO EXTRA VIRGIN OLIVE OIL 1 LTR 16 PCS ( CSD ),1.000,16.000,16.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,30,27,FG0000397,YES,JIVO EXTRA VIRGIN OLIVE OIL 500 MLS 24 PCS ( CSD ),OLIVE,PREMIUM,EXTRA VIRGIN,PCS,1,JIVO,PREMIUM,CSD,EXTRA VIRGIN,JIVO EXTRA VIRGIN OLIVE OIL 500 MLS 24 PCS ( CSD ),0.050,1.000,20.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,24,21,FG0000398,YES,JIVO EXTRA LIGHT OLIVE OIL 1 LTR 16 PCS ( CSD ),OLIVE,PREMIUM,EXTRA LIGHT,PCS,0,JIVO,PREMIUM,CSD,EXTRA LIGHT,JIVO EXTRA LIGHT OLIVE OIL 1 LTR 16 PCS ( CSD ),1.000,16.000,16.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,183,180,FG0000399,YES,JIVO KACHI GHANI COLD PRESSED MUSTARD OIL 5 LTR 4 PCS ( CSD ),MUSTARD,COMMODITY,MUSTARD KACCHI GHANI,PCS,5,JIVO,COMMODITY,CSD,MUSTARD,JIVO KACHI GHANI COLD PRESSED MUSTARD OIL 5 LTR 4 PCS ( CSD ),5.000,4.000,20.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,182,179,FG0000400,YES,JIVO KACHI GHANI COLD PRESSED MUSTARD OIL1 LTR 20 PCS(CSD),MUSTARD,COMMODITY,MUSTARD KACCHI GHANI,PCS,24,JIVO,COMMODITY,CSD,MUSTARD,JIVO KACHI GHANI COLD PRESSED MUSTARD OIL 1 LTR 20 PCS ( CSD ),1.000,20.000,20.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
